,Time,es,se,we,ew
0,1687272647.1726213,359.9999950954438,0.0,5.263014202228078e-06,0.0
1,1687272647.3552804,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
2,1687272647.3552804,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
3,1687272647.356278,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
4,1687272647.356278,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
5,1687272647.3572755,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
6,1687272647.3582726,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
7,1687272647.3582726,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
8,1687272647.3592718,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
9,1687272647.3592718,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
10,1687272647.3605793,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
11,1687272647.3605793,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
12,1687272647.3615794,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
13,1687272647.3625789,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
14,1687272647.3625789,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
15,1687272647.3635747,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
16,1687272647.364571,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
17,1687272647.364571,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
18,1687272647.3655689,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
19,1687272647.3665664,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
20,1687272647.3665664,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
21,1687272647.3675642,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
22,1687272647.3685615,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
23,1687272647.369282,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
24,1687272647.3703182,359.9999950954438,0.0,5.263014202228078e-06,1.0000000483106817
25,1687272647.3712797,359.9999950954438,0.0,5.263014202228078e-06,2.000000171798291
