,Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0,0.0,-84.002373,-48.802528,-84.592728,-18.588495,-89.63163,12.747622,-86.591156,32.438091,-85.91304,60.786228,-85.054222,92.304909
1,0.002778,-84.0021935,-48.803373,-84.581055,-18.609452,-89.632374,12.7470645,-86.59275050000002,32.4347935,-85.9123345,60.7861425,-85.05012500000002,92.303772
2,0.005556,-84.002014,-48.804218,-84.569382,-18.630409,-89.633118,12.746507,-86.594345,32.431496,-85.911629,60.786057,-85.046028,92.302635
3,0.008333,-84.000076,-48.805622,-84.57341,-18.629765,-89.636749,12.748128,-86.59417,32.430153,-85.911163,60.785484,-85.042168,92.302734
4,0.011111,-83.99791300000001,-48.8068655,-84.56987,-18.63637,-89.6374815,12.747529,-86.59410500000001,32.427788,-85.910019,60.784542,-85.0363045,92.3008345
5,0.013889,-83.99575,-48.808109,-84.56633,-18.642975,-89.638214,12.74693,-86.59404,32.425423,-85.908875,60.7836,-85.030441,92.298935
6,0.016667,-83.992264,-48.824989,-84.563423,-18.654083,-89.641747,12.744898,-86.593559,32.421894,-85.908226,60.783504,-85.024223,92.297241
7,0.019444,-83.99135216417642,-48.82643823906391,-84.56361396561658,-18.656193120072007,-89.6439626010801,12.742399449864987,-86.59399392169217,32.42082819189919,-85.90658979459947,60.78240219837984,-85.01328446948695,92.28888450459047
8,0.022222,-83.99044,-48.827888,-84.563805,-18.658304,-89.646179,12.7399,-86.594429,32.419762,-85.904953,60.7813,-85.002342,92.280525
9,0.025,-83.99102,-48.82906,-84.556648,-18.667221,-89.646439,12.739574,-86.595436,32.415203,-85.903702,60.7813,-84.998741,92.278603
10,0.027778,-83.9903295,-48.8291535,-84.559021,-18.666733,-89.649727,12.73895,-86.5945015,32.4142455,-85.9025535,60.7803635,-84.994114,92.277832
11,0.030556,-83.989639,-48.829247,-84.561394,-18.666245,-89.653015,12.738326,-86.593567,32.413288,-85.901405,60.779427,-84.989487,92.277061
12,0.033333,-83.99164018624745,-48.82960658034322,-84.56485950138004,-18.663876568582744,-89.65506950678026,12.737394556942277,-86.59751305268209,32.41172070958839,-85.90122204392176,60.783416042361694,-84.9838833452538,92.2757593124925
13,0.036111,-83.99364209312373,-48.829966290171605,-84.56832625069003,-18.66150728429137,-89.65712475339012,12.73646277847114,-86.60146052634104,32.41015285479419,-85.90103902196088,60.78740652118085,-84.9782776726269,92.27445715624626
14,0.038889,-83.995644,-48.830326,-84.571793,-18.659138,-89.65918,12.735531,-86.605408,32.408585,-85.900856,60.791397,-84.972672,92.273155
15,0.041667,-83.998642,-48.82819,-84.580322,-18.652534,-89.661766,12.734354,-86.607285,32.406471,-85.898994,60.790878,-84.966301,92.272362
16,0.044444,-84.00007224248425,-48.82776107722772,-84.5455877539154,-18.838476021062103,-89.66330672259227,12.734595456525653,-86.60580126714672,32.40477980450045,-85.89687738109811,60.790279107830784,-84.97620971593159,92.26227781566156
