Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0.0,,,,,,,,,,,,
0.002778,,,,,,,,,,,,
0.005556,-110.713684,-78.69194,-113.338432,-48.25853,-116.430901,-17.318375,-113.606285,5.735006,-114.934944,36.681644,-114.607262,65.791168
0.008333,-110.718918,-78.682762,-113.33963,-48.258854,-116.431656,-17.315922,-113.604141,5.735461,-114.937637,36.683701,-114.693306,65.818871
0.011111,,,,,,,,,,,,
0.013889,-110.726868,-78.682205,-113.342789,-48.254669,-116.43573,-17.309145,-113.587334,5.745903,-114.940094,36.685616,-114.627754,65.791763
0.016667,,,,,,,,,,,,
0.019444,,,,,,,,,,,,
0.022222,-110.738411,-78.676025,-113.351967,-48.25185,-116.436234,-17.303762,-113.58638,5.74856,-114.945206,36.68594,-115.054665,66.047668
0.025,,,,,,,,,,,,
0.027778,,,,,,,,,,,,
0.030556,-110.747765,-78.674416,-113.359573,-48.251057,-116.435387,-17.301891,-113.581718,5.754066,-114.948425,36.687637,-115.072418,66.047813
0.033333,-110.752853,-78.674553,-113.362526,-48.246937,-116.433784,-17.298777,-113.581596,5.755452,-114.95166,36.688393,-115.082466,66.051193
0.036111,,,,,,,,,,,,
0.038889,-110.769592,-78.688309,-113.365189,-48.245537,-116.433426,-17.296869,-113.58168,5.760832,-114.951668,36.689533,-114.784447,65.830994
0.041667,,,,,,,,,,,,
0.044444,,,,,,,,,,,,
0.047222,-110.781219,-78.690216,-113.370087,-48.238907,-116.430901,-17.291101,-113.579582,5.765917,-114.959801,36.688381,-114.800819,65.830299
0.05,,,,,,,,,,,,
0.052778,,,,,,,,,,,,
0.055556,-110.792519,-78.687386,-113.384773,-48.250668,-116.429077,-17.28301,-113.576591,5.768884,-114.962265,36.688103,-114.821152,65.83094
0.058333,-110.796104,-78.687363,-113.385895,-48.250584,-116.427322,-17.284193,-113.576485,5.76985,-114.963318,36.692436,-114.824928,65.830315
0.061111,-110.801422,-78.683144,-113.375748,-48.232933,-116.428101,-17.284103,-113.575745,5.771864,-114.964043,36.692875,-114.829208,65.829773
0.063889,-110.804871,-78.685196,-113.378456,-48.23312,-116.426765,-17.282755,-113.574898,5.771748,-114.964928,36.69249,-114.833008,65.829819
0.066667,,,,,,,,,,,,
0.069444,-110.814156,-78.684906,-113.392319,-48.241112,-116.426704,-17.281023,-113.574051,5.773457,-114.966011,36.697144,-115.119919,66.06691
0.072222,,,,,,,,,,,,
0.075,,,,,,,,,,,,
0.077778,-110.822975,-78.681908,-113.413956,-48.188679,-116.427757,-17.27441,-113.571991,5.778388,-114.964233,36.670494,-114.711395,65.683273
0.080556,-110.82711,-78.679062,-113.417793,-48.187065,-116.426994,-17.276651,-113.57,5.778679,-114.963707,36.670036,-114.714905,65.684036
0.083333,,,,,,,,,,,,
0.086111,-110.831367,-78.673843,-113.426682,-48.217426,-116.42926,-17.272722,-113.566612,5.782238,-114.966438,36.670425,-114.719185,65.682922
0.088889,,,,,,,,,,,,
0.091667,,,,,,,,,,,,
0.094444,-110.874054,-78.690025,-113.434387,-48.216187,-116.431152,-17.269339,-113.560776,5.787662,-114.967644,36.666317,-114.731064,65.681282
