,Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0,0.0,-99.44290154938196,-79.52428397071884,-91.71769694503777,-108.43295179503181,-102.41820508064325,-43.40771476839075,-107.37422092319693,15.473080941677665,-105.69379504176166,44.885704800912045,-102.27340645061805,-22.604408929437177
1,0.002778,-99.44442718312732,-79.52420265690628,-91.71754431501259,-108.43238259834393,-102.41842902688109,-43.407071589463584,-107.37400764106565,15.472918980559221,-105.67169501392056,44.86571293363735,-102.27188081687268,-22.60421297647906
2,0.005556,-99.44519,-79.524162,-91.717468,-108.432098,-102.418541,-43.40675,-107.373901,15.472838,-105.660645,44.855717,-102.271118,-22.604115
3,0.008333,-99.44595281687268,-79.52412134309373,-91.7173916849874,-108.43181340165606,-102.41865297311892,-43.40642841053642,-107.37379435893436,15.472757019440778,-105.64959498607945,44.84572106636265,-102.27035518312732,-22.604017023520942
4,0.011111,-99.44671590843633,-79.52408067154687,-91.7173153424937,-108.43152870082803,-102.41876498655947,-43.406106705268215,-107.37368767946718,15.472676009720388,-105.63854099303973,44.83572153318133,-102.26959209156367,-22.60391901176047
5,0.013889,-99.447479,-79.52404,-91.717239,-108.431244,-102.418877,-43.405785,-107.373581,15.472595,-105.627487,44.825722,-102.268829,-22.603821
6,0.016667,-99.44837944137765,-79.52341959222369,-91.71785707416296,-108.43179339925598,-102.4175848449538,-43.40915873814953,-107.37288158274329,15.47302138449538,-105.62622051470059,44.82487356486259,-102.26783221372855,-22.60412103600144
7,0.019444,-99.44927955862235,-79.5227994077763,-91.71847492583704,-108.43234260074402,-102.4162931550462,-43.412531261850475,-107.37218241725668,15.47344761550462,-105.62495448529941,44.82402543513741,-102.26683578627144,-22.60442096399856
8,0.022222,-99.45018,-79.522179,-91.719093,-108.432892,-102.415001,-43.415905,-107.371483,15.473874,-105.623688,44.823177,-102.265839,-22.604721
9,0.025,-99.45116166666668,-79.52152266666667,-91.719093,-108.43350233333335,-102.41495,-43.41189966666667,-107.37196366666666,15.474174333333334,-105.62261966666667,44.82272433333333,-102.26514966666667,-22.604168666666666
10,0.027778,-99.45214333333334,-79.52086633333333,-91.719093,-108.43411266666665,-102.414899,-43.40789433333333,-107.37244433333333,15.474474666666666,-105.62155133333333,44.822271666666666,-102.26446033333333,-22.603616333333335
11,0.030556,-99.453125,-79.52021,-91.719093,-108.434723,-102.414848,-43.403889,-107.372925,15.474775,-105.620483,44.821819,-102.263771,-22.603064
12,0.033333,-99.454269,-79.522369,-91.718025,-108.435844,-102.415108,-43.403877,-107.373367,15.475479,-105.618195,44.820724,-102.262283,-22.606936
13,0.036111,-99.45564999999998,-79.5217475,-91.718601,-108.43669849999998,-102.413708,-43.4095515,-107.372974,15.4763855,-105.61718,44.8213975,-102.2615815,-22.604457
14,0.038889,-99.457031,-79.521126,-91.719177,-108.437553,-102.412308,-43.415226,-107.372581,15.477292,-105.616165,44.822071,-102.26088,-22.601978
15,0.041667,-99.455994,-79.520241,-91.720032,-108.437241,-102.412521,-43.414463,-107.372261,15.476413,-105.616905,44.824398,-102.262726,-22.604755
16,0.044444,-99.45591751377138,-79.52072891215121,-91.71900218541855,-108.43761443276328,-102.4126929690369,-43.41467096255625,-107.37304285922592,15.476812428082807,-105.61577220396039,44.82417504014401,-102.26122327056706,-22.604763998379838
