,Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0,0.0,-103.901497,-79.534981,-98.36026,-109.509506,-102.940918,-44.004726,-107.861565,15.241268,-103.794121,44.707108,-101.163956,-23.825493
1,0.002778,-103.9005355,-79.53374500000001,-98.3608665,-109.5091475,-102.94003699999999,-44.005178,-107.85981749999998,15.2403025,-103.787945,44.714016,-101.163971,-23.8259525
2,0.005556,-103.899574,-79.532509,-98.361473,-109.508789,-102.939156,-44.00563,-107.85807,15.239337,-103.781769,44.720924,-101.163986,-23.826412
3,0.008333,-103.89956900120005,-79.53272261538461,-98.36208085407416,-109.50828545421815,-102.88560285635425,-44.0904396399856,-107.85878716116645,15.239772895355815,-103.79023563410536,44.69003374906996,-101.16368607200287,-23.82696686679467
4,0.011111,-103.89956400060002,-79.53293630769231,-98.36268892703708,-109.50778172710908,-102.83203042817712,-44.1752798199928,-107.85950458058322,15.240208947677909,-103.79870531705267,44.65913237453498,-101.16338603600144,-23.827521933397335
5,0.013889,-103.899559,-79.53315,-98.363297,-109.507278,-102.778458,-44.26012,-107.860222,15.240645,-103.807175,44.628231,-101.163086,-23.828077
6,0.016667,-103.899025,-79.53421,-98.363983,-109.507309,-102.778099,-44.257236,-107.857872,15.239411,-103.805923,44.627537,-101.150337,-23.847639
7,0.019444,-103.898087,-79.531975,-98.364662,-109.506989,-102.777908,-44.259979,-107.858398,15.239075,-103.803864,44.626839,-101.15155,-23.848387
8,0.022222,-103.89949,-79.53228,-98.365715,-109.50824,-102.780365,-44.252777,-107.859207,15.241425,-103.801498,44.626999,-101.149925,-23.848074
9,0.025,-103.89948249999999,-79.534191,-98.366005,-109.50770949999999,-102.778469,-44.2555635,-107.858204,15.239417999999999,-103.800308,44.627077,-101.148277,-23.848975
10,0.027778,-103.899475,-79.536102,-98.366295,-109.507179,-102.776573,-44.25835,-107.857201,15.237411,-103.799118,44.627155,-101.146629,-23.849876
11,0.030556,-103.899323,-79.532257,-98.365768,-109.508751,-102.773926,-44.259071,-107.857094,15.2383,-103.798363,44.626278,-101.145615,-23.849024
12,0.033333,-103.89899105976596,-79.53320282970297,-98.36559653087309,-109.50890747182719,-102.77241927128713,-44.26205746228623,-107.85722747596759,15.238866897929793,-103.79809204878488,44.62629299729973,-101.14582846156615,-23.84930494941494
13,0.036111,-103.898659,-79.534149,-98.365425,-109.509064,-102.770912,-44.265045,-107.857361,15.239434,-103.797821,44.626308,-101.146042,-23.849586
14,0.038889,-103.89795424876995,-79.53314454614184,-98.3653743272531,-109.508995325093,-102.82235817304692,-44.18032816812673,-107.85685493927757,15.239337655106205,-103.79757697071882,44.626286664106566,-101.14493820088803,-23.850176404176167
15,0.041667,-103.8972494975399,-79.5321400922837,-98.3653236545062,-109.50892665018601,-102.87380434609383,-44.09561133625345,-107.85634887855514,15.239241310212408,-103.79733294143766,44.62626532821313,-101.14383440177606,-23.850766808352333
16,0.044444,-103.896545,-79.531136,-98.365273,-109.508858,-102.925232,-44.010925,-107.855843,15.239145,-103.797089,44.626244,-101.142731,-23.851357
17,0.047222,-103.89576,-79.531624,-98.364296,-109.508667,-102.92202,-44.011223,-107.854485,15.237104,-103.796021,44.625492,-101.140999,-23.851749
18,0.05,-103.895134,-79.530659,-98.3648565,-109.508835,-102.922291,-44.011015,-107.8543855,15.2384345,-103.796021,44.6255395,-101.1470985,-23.8431765
19,0.052778,-103.894508,-79.529694,-98.365417,-109.509003,-102.922562,-44.010807,-107.854286,15.239765,-103.796021,44.625587,-101.153198,-23.834604
20,0.055556,-103.894424,-79.529778,-98.364845,-109.510002,-102.92392,-44.010555,-107.853874,15.241207,-103.796021,44.625526,-101.150764,-23.836687
21,0.058333,-103.89321521764175,-79.52834775751575,-98.36467753015302,-109.5096855569757,-102.92233328568857,-44.01073996669667,-107.83579975427543,15.216156510351034,-103.79610848424842,44.625492006120616,-101.15125241206121,-23.83546671971197
22,0.061111,-103.892006,-79.526917,-98.36451,-109.509369,-102.920746,-44.010925,-107.817719,15.191097,-103.796196,44.625458,-101.151741,-23.834246
23,0.063889,-103.891396,-79.529152,-98.362679,-109.509872,-102.920677,-44.009888,-107.853828,15.241532,-103.793976,44.626999,-101.15181,-23.833298
24,0.066667,-103.8909914271827,-79.52883894365436,-98.36210239621963,-109.50973497533754,-102.92044445814582,-44.01044309990999,-107.83490759459946,15.215995903870386,-103.75024412889287,44.68353917641764,-101.14990215661565,-23.835538403240324
25,0.069444,-103.890587,-79.528526,-98.361526,-109.509598,-102.920212,-44.010998,-107.815994,15.190469,-103.706528,44.740059,-101.147995,-23.837778
26,0.072222,-103.890381,-79.527603,-98.360756,-109.509834,-102.918625,-44.011318,-107.817139,15.191206,-103.707977,44.740723,-101.146782,-23.83357
27,0.075,-103.890507,-79.5288125,-98.3602295,-109.5089835,-102.9204445,-44.01070950000001,-107.8167345,15.190867,-103.7129975,44.736481,-101.1451835,-23.8345555
28,0.077778,-103.890633,-79.530022,-98.359703,-109.508133,-102.922264,-44.010101,-107.81633,15.190528,-103.718018,44.732239,-101.143585,-23.835541
29,0.080556,-103.889915,-79.531837,-98.357162,-109.508789,-102.920761,-44.011379,-107.814445,15.187695,-103.718376,44.733311,-101.146355,-23.837875
30,0.083333,-103.89012496219621,-79.53138358163817,-98.35596471557155,-109.50906744986499,-102.83965210369037,-44.13894453177318,-107.81603971287127,15.189142239423942,-103.71853247182719,44.73272560540054,-101.1455501449145,-23.83741358307831
31,0.086111,-103.890335,-79.53093,-98.354767,-109.509346,-102.758514,-44.266556,-107.817635,15.19059,-103.718689,44.73214,-101.144745,-23.836952
32,0.088889,-103.889107,-79.530754,-98.353798,-109.505844,-102.757599,-44.268261,-107.816399,15.189767,-103.719643,44.727875,-101.130188,-23.854969
33,0.091667,-103.88975561674168,-79.53030741962196,-98.3528478289829,-109.50556544986499,-102.75841914761475,-44.268911617101715,-107.81600942988298,15.189247406480648,-103.71688800414042,44.72922174239424,-101.13047405148515,-23.855111025562557
34,0.094444,-103.890404,-79.529861,-98.351898,-109.505287,-102.759239,-44.269562,-107.81562,15.188728,-103.714134,44.730568,-101.13076,-23.855253
35,0.097222,-103.890381,-79.531639,-98.348763,-109.506371,-102.756973,-44.27314,-107.814476,15.191108,-103.715424,44.731667,-101.129211,-23.856657
