,Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0,0.0,-100.192392,-76.88432199999998,-94.500139,-106.53920599999998,-101.28866800000003,-41.58119399999999,-106.533997,17.162321000000002,-103.62116300000001,46.96827599999999,-100.72186000000002,-20.262702000000008
1,0.002778,-100.190972,-76.88387999999999,-94.495469,-106.53926799999999,-101.29440400000001,-41.578697999999996,-106.530991,17.161539,-103.67040300000001,46.995459999999994,-100.71946600000001,-20.265552000000003
2,0.005556,-100.190262,-76.883659,-94.493134,-106.539299,-101.297272,-41.57745,-106.529488,17.161148,-103.695023,47.009052,-100.718269,-20.266977
3,0.008333,-100.189552,-76.883438,-94.490799,-106.53933,-101.30014,-41.576202,-106.527985,17.160757,-103.719643,47.022644,-100.717072,-20.268402
4,0.011111,-100.18787350000001,-76.884205,-94.4866715,-106.53793750000001,-101.29767600000001,-41.57521050000001,-106.526165,17.1605855,-103.7077905,47.01728650000001,-100.71583600000001,-20.2671575
5,0.013889,-100.186195,-76.884972,-94.482544,-106.536545,-101.295212,-41.574219,-106.524345,17.160414,-103.695938,47.011929,-100.7146,-20.265913
6,0.016667,-100.184761,-76.885048,-94.478767,-106.536339,-101.296707,-41.573521,-106.524765,17.160654,-103.718315,47.02227,-100.71402,-20.265875
7,0.019444,-100.18257539351936,-76.88408667308731,-94.47539960630063,-106.53726933249325,-101.29516627740774,-41.57306308244824,-106.52251090585058,17.159019794239427,-103.71878041620162,47.02133566822682,-100.71239129324933,-20.265340096309632
8,0.022222,-100.180389,-76.883125,-94.472031,-106.5382,-101.293625,-41.572605,-106.520256,17.157385,-103.719246,47.020401,-100.710762,-20.264805
9,0.025,-100.258514,-76.833557,-94.469696,-106.538078,-101.291931,-41.572777,-106.520714,17.158039,-103.719604,47.02108,-100.709091,-20.263954
10,0.027778,-100.258457,-76.8320085,-94.4664765,-106.53783,-101.3337975,-41.5189095,-106.5205155,17.158064,-103.71942100000001,47.020931,-100.708244,-20.2639915
11,0.030556,-100.2584,-76.83046,-94.463257,-106.537582,-101.375664,-41.465042,-106.520317,17.158089,-103.719238,47.020782,-100.707397,-20.264029
12,0.033333,-100.25251,-76.831749,-94.461288,-106.543686,-101.37384,-41.463768,-106.519806,17.156771,-103.720894,47.020512,-100.704865,-20.263948
13,0.036111,-100.2513425,-76.831257,-94.45740500000002,-106.543392,-101.3746985,-41.46303,-106.520241,17.156503,-103.7207565,47.02084549999999,-100.7042735,-20.2631355
14,0.038889,-100.250175,-76.830765,-94.453522,-106.543098,-101.375557,-41.462292,-106.520676,17.156235,-103.720619,47.021179,-100.703682,-20.262323
15,0.041667,-100.247238,-76.829361,-94.449638,-106.54216,-101.372459,-41.461037,-106.519363,17.156366,-103.721252,47.022064,-100.701233,-20.261683
16,0.044444,-100.24660861332133,-76.82806423348336,-94.44610263654367,-106.54246894437443,-101.37186810639065,-41.46062107488749,-106.51964944842484,17.155837095229522,-103.72269773969397,47.02252741656166,-100.70032116417642,-20.260474717551755
17,0.047222,-100.245979,-76.826767,-94.442566,-106.542778,-101.371277,-41.460205,-106.519936,17.155308,-103.724144,47.022991,-100.699409,-20.259266
18,0.05,-100.241661,-76.826141,-94.439392,-106.542503,-101.369598,-41.4603,-106.520012,17.156897,-103.725433,47.024395,-100.698158,-20.257191
