,Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0,0.0,-97.55746600000002,-75.98398100000004,-90.74824,-105.245606,-102.21477399999996,-40.9965,-104.195628,18.513037000000004,-101.298019,46.71064100000001,-100.21084799999997,-20.034332999999993
1,0.002778,-97.55662600000001,-75.98719900000002,-90.746606,-105.253418,-102.21285199999998,-40.997592,-104.195718,18.512751,-101.301239,46.710671000000005,-100.21279999999999,-20.032760999999997
2,0.005556,-97.556206,-75.988808,-90.745789,-105.257324,-102.211891,-40.998138,-104.195763,18.512608,-101.302849,46.710686,-100.213776,-20.031975
3,0.008333,-97.555786,-75.990417,-90.744972,-105.26123,-102.21093,-40.998684,-104.195808,18.512465,-101.304459,46.710701,-100.214752,-20.031189
4,0.011111,-97.5548285,-75.989326,-90.7421035,-105.260437,-102.2119295,-40.9994125,-104.19694899999999,18.51205,-101.30547349999999,46.7101765,-100.216488,-20.031043
5,0.013889,-97.553871,-75.988235,-90.739235,-105.259644,-102.212929,-41.000141,-104.19809,18.511635,-101.306488,46.709652,-100.218224,-20.030897
6,0.016667,-97.55319937911791,-75.9892461819982,-90.73627046642662,-105.26016259333933,-102.2162901049505,-41.00385516849685,-104.1994517450945,18.51054380360036,-101.30900245256525,46.708753338253835,-100.22059692709271,-20.031861173537354
7,0.019444,-97.552528,-75.990257,-90.733307,-105.260681,-102.21965,-41.007568,-104.200813,18.509453,-101.311516,46.707855,-100.222969,-20.032825
8,0.022222,-97.550743,-75.990204,-90.731827,-105.260376,-102.068184,-41.227459,-104.203751,18.508596,-101.311516,46.706047,-100.223518,-20.031267
9,0.025,-97.550888,-75.990261,-90.730179,-105.262806,-102.06923300000001,-41.228533000000006,-104.19142149999999,18.476651999999994,-101.29732899999999,46.6808835,-100.22563550000001,-20.031295500000002
10,0.027778,-97.551033,-75.990318,-90.728531,-105.265236,-102.070282,-41.229607,-104.179092,18.444708,-101.283142,46.65572,-100.227753,-20.031324
11,0.030556,-97.55072,-75.992218,-90.726547,-105.263924,-102.069237,-41.232307,-104.181137,18.444233,-101.285088,46.654339,-100.228134,-20.033058
12,0.033333,-97.54938524032403,-75.9917565830783,-90.72450686732672,-105.26487732835284,-102.07177304338434,-41.231498645544555,-104.1834255879388,18.44240532907291,-101.33519647794779,46.68778797749775,-100.23021262574257,-20.03400382970297
13,0.036111,-97.54805,-75.991295,-90.722466,-105.265831,-102.07431,-41.23069,-104.185715,18.440577,-101.385323,46.721249,-100.232292,-20.03495
14,0.038889,-97.54755160686427,-75.99186973562942,-90.72128319140765,-105.26634739529581,-102.07404796855876,-41.23290793279732,-104.18795560218409,18.438933136085446,-101.38853005148206,46.71964147377895,-100.23346447401896,-20.03531571054842
15,0.041667,-97.54705321372855,-75.99244447125885,-90.72010038281532,-105.26686379059163,-102.07378593711749,-41.235125865594625,-104.19019620436818,18.437289272170887,-101.39173710296411,46.718033947557906,-100.23463694803793,-20.035681421096843
16,0.044444,-97.546555,-75.993019,-90.718918,-105.26738,-102.073524,-41.237343,-104.192436,18.435646,-101.394943,46.716427,-100.235809,-20.036047
17,0.047222,-97.546425,-75.993263,-90.718506,-105.270576,-102.074364,-41.238857,-104.194138,18.434727,-101.397835,46.714943,-100.237022,-20.037159
18,0.05,-97.6011545,-75.947052,-90.7189445,-105.2726245,-102.074459,-41.2395895,-104.196251,18.433484,-101.4004405,46.7138365,-100.2387505,-20.037287
19,0.052778,-97.655884,-75.900841,-90.719383,-105.274673,-102.074554,-41.240322,-104.198364,18.432241,-101.403046,46.71273,-100.240479,-20.037415
20,0.055556,-97.543869,-75.995148,-90.715919,-105.277588,-102.224899,-41.010521,-104.200745,18.430264,-101.405846,46.710892,-100.240471,-20.041288
21,0.058333,-97.59703992655265,-75.94963519459947,-90.71587350819084,-105.28255760522052,-102.22383869090909,-41.011939744554454,-104.2032050570657,18.429316170657067,-101.40822557155715,46.71048557317731,-100.24181725760576,-20.04204736327633
22,0.061111,-97.65023,-75.904106,-90.715828,-105.287529,-102.222778,-41.013359,-104.205666,18.428368,-101.410606,46.710079,-100.243164,-20.042807
23,0.063889,-97.65303,-75.904343,-90.714256,-105.283989,-102.222267,-41.014839,-104.207298,18.426455,-101.414299,46.707447,-100.245331,-20.041059
24,0.066667,-97.65152322880289,-75.90540369090908,-90.71411497461746,-105.28611788316832,-102.22190843546355,-41.016304263726376,-104.21008350135013,18.424656676327633,-101.41804967506751,46.706412813861384,-100.24590310297029,-20.043608958955897
