,Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0,0.0,-105.784897,-80.009079,-98.661697,-109.518471,-106.005287,-44.273067,-109.863327,15.562755,-103.544067,44.539959,-104.159988,-22.949018
1,0.002778,-105.7859305,-80.0194625,-98.6642645,-109.51834500000001,-106.007282,-44.272285,-109.8604965,15.563675,-103.5059505,44.5310365,-104.160793,-22.9490695
2,0.005556,-105.786964,-80.029846,-98.666832,-109.518219,-106.009277,-44.271503,-109.857666,15.564595,-103.467834,44.522114,-104.161598,-22.949121
3,0.008333,-105.78942774186967,-80.02950541509661,-98.6743401975279,-109.51616982527301,-106.01083562582502,-44.27077484147365,-109.85374027577103,15.565381811112445,-103.48085187483498,44.52892669782791,-104.1626507472699,-22.947363755190214
4,0.011111,-105.79189237093485,-80.0291647075483,-98.68185109876396,-109.5141199126365,-106.01239481291252,-44.27004642073683,-109.8498131378855,15.566168905556221,-103.49387443741749,44.53574184891396,-104.16370387363494,-22.945605877595103
5,0.013889,-105.794357,-80.028824,-98.689362,-109.51207,-106.013954,-44.269318,-109.845886,15.566956,-103.506897,44.542557,-104.164757,-22.943848
6,0.016667,-105.797935,-80.029724,-98.692154,-109.511276,-106.026436,-44.274792,-109.843002,15.567438,-103.500954,44.544792,-104.16449,-22.945185
7,0.019444,-105.79972417785778,-80.02968950621063,-98.69470953987398,-109.51150895805579,-106.03085620414042,-44.27183403258326,-109.83903571413141,15.568232356975699,-103.49389027182718,44.54597828640864,-104.16605371845185,-22.943012891089108
8,0.022222,-105.801514,-80.029655,-98.697266,-109.511742,-106.035278,-44.268875,-109.835068,15.569027,-103.486824,44.547165,-104.167618,-22.94084
9,0.025,-105.829964,-80.02182733333333,-98.698769,-109.51148766666667,-106.03621666666668,-44.26852266666667,-109.83042666666667,15.570398333333333,-103.48176566666666,44.548588,-104.16909533333333,-22.94037966666667
10,0.027778,-105.858414,-80.01399966666668,-98.700272,-109.51123333333335,-106.03715533333333,-44.26817033333333,-109.82578533333334,15.571769666666667,-103.47670733333334,44.550011,-104.17057266666667,-22.939919333333332
