,Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0,0.0,-98.222038,-76.990219,-90.977066,-106.120644,-102.898346,-41.855545,-103.031502,17.583565,-99.145798,45.654076,-101.069939,-20.640326
1,0.002778,-98.222473,-76.989433,-90.973679,-106.119362,-102.899101,-41.857582,-103.032814,17.581503,-99.150162,45.656921,-101.06958,-20.641035
2,0.005556,-98.220398,-76.989052,-90.97113,-106.119087,-102.898941,-41.858517,-103.035042,17.582428,-99.425339,45.944508,-101.070198,-20.640188
3,0.008333,-98.22081756594264,-76.98871874666986,-90.96920812804512,-106.11896003048122,-102.89855709216368,-41.85831471522861,-103.03680391035641,17.583462085083404,-99.59106288179527,46.1317060598824,-101.07038862090484,-20.639463507260288
4,0.011111,-98.22123728297132,-76.98838537333492,-90.96728556402256,-106.11883301524061,-102.89817304608184,-41.8581123576143,-103.03856645517821,17.5844965425417,-99.75684644089763,46.318971529941194,-101.07057931045242,-20.638738753630143
5,0.013889,-98.221657,-76.988052,-90.965363,-106.118706,-102.897789,-41.85791,-103.040329,17.585531,-99.92263,46.506237,-101.07077,-20.638014
6,0.016667,-98.22089386264625,-76.98818202340233,-90.9618793729973,-106.11872100270027,-102.89696085094509,-41.8576544540054,-103.04149671017102,17.584452305850583,-99.67857907434744,46.22482384968497,-101.07129659477947,-20.63052315175517
7,0.019444,-98.220131,-76.988312,-90.958397,-106.118736,-102.896133,-41.857399,-103.042664,17.583374,-99.434616,45.943512,-101.071823,-20.623035
8,0.022222,-98.217842,-76.987198,-90.95491,-106.118584,-102.89463,-41.857075,-103.043785,17.583567,-99.43898,45.943558,-101.072464,-20.635033
9,0.025,-98.2169725,-76.9875525,-90.9525145,-106.11887,-102.894863,-41.857714,-103.044712,17.5841495,-99.440685,45.944086000000006,-101.072006,-20.63631
10,0.027778,-98.216103,-76.987907,-90.950119,-106.119156,-102.895096,-41.858353,-103.045639,17.584732,-99.44239,45.944614,-101.071548,-20.637587
11,0.030556,-98.216675,-76.987389,-90.946434,-106.118896,-102.892349,-41.85849,-103.047073,17.585882,-99.443748,45.944118,-101.073097,-20.639212
12,0.033333,-98.21608010711071,-76.98711404950495,-90.9442903859586,-106.11862154941494,-102.8912546970297,-41.8584954990099,-103.04770988532853,17.585480572277227,-99.44606708244824,45.94404751269127,-101.07331846012602,-20.638549119351936
13,0.036111,-98.215485,-76.986839,-90.942146,-106.118347,-102.89016,-41.858501,-103.048347,17.585079,-99.448387,45.943977,-101.07354,-20.637886
14,0.038889,-98.214195,-76.985863,-90.939377,-106.119446,-102.877686,-41.879864,-103.049599,17.586237,-99.448837,45.94347,-101.07502,-20.637335
15,0.041667,-98.21259671233123,-76.98509986264627,-90.93661850351035,-106.11880088388838,-102.8765412939694,-41.881031210081005,-103.0498925528353,17.58542635409541,-99.32019784680467,45.80426394491449,-101.07548558379838,-20.63806063060306
16,0.044444,-98.210999,-76.984337,-90.933861,-106.118156,-102.875397,-41.882198,-103.050186,17.584616,-99.191605,45.665108,-101.075951,-20.638786
17,0.047222,-98.21044433333333,-76.98300933333333,-90.93152366666665,-106.11735266666666,-102.87497733333333,-41.882601333333334,-103.05175,17.584427,-99.19445333333333,45.66461066666666,-101.075478,-20.638809
18,0.05,-98.20988966666667,-76.98168166666667,-90.92918633333333,-106.11654933333334,-102.87455766666668,-41.88300466666667,-103.053314,17.584238,-99.19730166666666,45.66411333333333,-101.075005,-20.638832
19,0.052778,-98.209335,-76.980354,-90.926849,-106.115746,-102.874138,-41.883408,-103.054878,17.584049,-99.20015,45.663616,-101.074532,-20.638855
20,0.055556,-98.210548,-76.978302,-90.923653,-106.115486,-102.874054,-41.883369,-103.057838,17.58498,-99.202118,45.661808,-101.07666,-20.638958
21,0.058333,-98.21638744860486,-76.96733647434743,-90.92360700828083,-106.11587143060308,-102.87397751377138,-41.882480659946,-103.05937522322232,17.585358431863188,-99.33521153645364,45.80088995823582,-101.07681647182719,-20.63050602178218
22,0.061111,-98.222229,-76.956367,-90.923561,-106.116257,-102.873901,-41.881592,-103.060913,17.585737,-99.468353,45.940022,-101.076973,-20.622051
23,0.063889,-98.221924,-76.954437,-90.921913,-106.114983,-102.873108,-41.881912,-103.061882,17.586227,-99.204865,45.659168,-101.077362,-20.64002
24,0.066667,-98.22050474455446,-76.95249114977497,-90.91096652979299,-106.11771449162916,-102.87296697461747,-41.882349078667865,-103.06319823690367,17.586159487848786,-99.3387696009001,45.798645103870385,-101.07830466966696,-20.631058887128713
25,0.069444,-98.219086,-76.950546,-90.900024,-106.120445,-102.872826,-41.882786,-103.064514,17.586092,-99.472626,45.938072,-101.079247,-20.622101
26,0.072222,-98.219704,-76.949478,-90.898003,-106.120857,-102.869461,-41.883331,-103.066338,17.58379,-99.474434,45.937737,-101.078476,-20.623579
27,0.075,-98.217785,-76.9483565,-90.89518749999998,-106.1207505,-102.869354,-41.884344,-103.0676615,17.582969,-99.4773905,45.937634,-101.078617,-20.622339
28,0.077778,-98.215866,-76.947235,-90.892372,-106.120644,-102.869247,-41.885357,-103.068985,17.582148,-99.480347,45.937531,-101.078758,-20.621099
29,0.080556,-98.214409,-76.947281,-90.889801,-106.121208,-102.870903,-41.883801,-103.070869,17.581955,-99.480652,45.936401,-101.078522,-20.618769
30,0.083333,-98.21429052133213,-76.94624368676868,-90.88707799027902,-106.12123099585959,-102.86964822592259,-41.883076130513054,-103.08676613771378,17.617978513951396,-99.4826351429343,45.936332512331234,-101.07897591827184,-20.61942938109811
31,0.086111,-98.214172,-76.945206,-90.884354,-106.121254,-102.868393,-41.882351,-103.102669,17.654015,-99.484619,45.936264,-101.07943,-20.62009
32,0.088889,-98.211693,-76.944206,-90.882568,-106.121956,-102.866676,-41.884872,-103.103729,17.653028,-99.494339,45.937683,-101.079071,-20.635784
33,0.091667,-98.21155197461748,-76.94381292925293,-90.88026008460847,-106.12263112151214,-102.86591286264627,-41.88565814149415,-103.10550331935194,17.65224585922592,-99.49667041962196,45.93772300720072,-101.08481303348334,-20.629329338253825
34,0.094444,-98.211411,-76.94342,-90.877953,-106.123306,-102.86515,-41.886444,-103.107277,17.651464,-99.499001,45.937763,-101.090553,-20.622877
35,0.097222,-98.209999,-76.943085,-90.876984,-106.123009,-102.863518,-41.886036,-103.110275,17.652182,-99.516426,45.933544,-101.09124,-20.624065
36,0.1,-98.2088545,-76.9442445,-90.87463399999999,-106.12447,-102.862755,-41.88669,-103.111511,17.6511575,-99.518257,45.933038499999995,-101.0860865,-20.62125
37,0.102778,-98.20771,-76.945404,-90.872284,-106.125931,-102.861992,-41.887344,-103.112747,17.650133,-99.520088,45.932533,-101.080933,-20.618435
38,0.105556,-98.208214,-76.945023,-90.869972,-106.12748,-102.86055,-41.891701,-103.114571,17.650263,-99.523422,45.932896,-101.089607,-20.625256
39,0.108333,-98.20804603024303,-76.94623578163817,-90.86842727812781,-106.12881475967596,-102.86016856867687,-41.89097063150315,-103.1163596779478,17.649625114851485,-99.52500121566156,45.93228760954096,-101.09046134617462,-20.62483507578758
40,0.111111,-98.207878,-76.947449,-90.866882,-106.13015,-102.859787,-41.89024,-103.118149,17.648987,-99.526581,45.931679,-101.091316,-20.624414
41,0.113889,-98.207664,-76.949356,-90.865234,-106.131569,-102.856155,-41.889999,-103.092209,17.576586,-99.527824,45.931793,-101.091019,-20.640001
42,0.116667,-98.20499351935193,-76.95092028154815,-90.86425382358235,-106.13275571359137,-102.85553688874889,-41.89329759369937,-103.09346422592259,17.576136419081905,-99.53159017785778,45.93120539423943,-101.09132805562557,-20.63254315769577
43,0.119444,-98.202324,-76.952484,-90.863274,-106.133942,-102.854919,-41.896595,-103.094719,17.575687,-99.535355,45.930618,-101.091637,-20.625088
44,0.122222,-98.205544,-76.951218,-90.862671,-106.135384,-102.853897,-41.898838,-103.097977,17.574778,-99.536682,45.930416,-101.090561,-20.643381
45,0.125,-98.20309850000001,-76.952816,-90.861664,-106.13668849999998,-102.901352,-41.844454,-103.0981675,17.5745385,-99.5396955,45.929573000000005,-101.090462,-20.6422355
46,0.127778,-98.200653,-76.954414,-90.860657,-106.137993,-102.948807,-41.79007,-103.098358,17.574299,-99.542709,45.92873,-101.090363,-20.64109
47,0.130556,-98.202637,-76.954338,-90.859657,-106.139015,-102.949265,-41.790806,-103.102531,17.579487,-99.543579,45.928009,-101.088333,-20.629887
48,0.133333,-98.20043239693969,-76.95538681116112,-90.85798680072007,-106.14002181872188,-102.94720137155716,-41.791229423762374,-103.10242451917192,17.576043120072008,-99.54608854815481,45.9272041449145,-101.08752464554456,-20.628738706750674
49,0.136111,-98.198227,-76.956436,-90.856316,-106.141029,-102.945137,-41.791653,-103.102318,17.572598,-99.548599,45.926399,-101.086716,-20.62759
50,0.138889,-98.196503,-76.957443,-90.856758,-106.14119,-102.943085,-41.792152,-103.105499,17.575867,-99.550179,45.925049,-101.088188,-20.626509
51,0.141667,-98.19440462232224,-76.95753851719172,-90.85503368964896,-106.14176210297029,-102.94294347452745,-41.79199197119712,-103.10525495607561,17.573705610981097,-99.5526129380738,45.924060822142216,-101.0873603510351,-20.625450309450944
52,0.144444,-98.192307,-76.957634,-90.85331,-106.142334,-102.942802,-41.791832,-103.105011,17.571545,-99.555046,45.923073,-101.086533,-20.624392
53,0.147222,-98.191261,-76.957634,-90.851852,-106.142319,-102.94223,-41.792881,-103.108551,17.573582,-99.556549,45.921398,-101.087296,-20.624968
54,0.15,-98.190189,-76.9576455,-90.8510625,-106.14178849999999,-102.94009,-41.7931615,-103.10933700000001,17.572426999999998,-99.547928,45.904997,-101.0862885,-20.6247695
55,0.152778,-98.189117,-76.957657,-90.850273,-106.141258,-102.93795,-41.793442,-103.110123,17.571272,-99.539307,45.888596,-101.085281,-20.624571
56,0.155556,-98.186539,-76.957367,-90.846954,-106.140556,-102.936256,-41.793571,-103.110573,17.568165,-99.539764,45.887608,-101.085327,-20.627151
57,0.158333,-98.18595510513052,-76.95710754671467,-90.84572222178218,-106.13953768334834,-102.93485625202521,-41.793691478307835,-103.11122488262825,17.568266981638164,-99.54218606390639,45.88678014905491,-101.08503705220522,-20.62637513969397
58,0.161111,-98.185371,-76.956848,-90.84449,-106.138519,-102.933456,-41.793812,-103.111877,17.568369,-99.544609,45.885952,-101.084747,-20.625599
59,0.163889,-98.183273,-76.957344,-90.84243,-106.136932,-102.933189,-41.794048,-103.119698,17.558039,-99.560631,45.903187,-101.08622,-20.625273
60,0.166667,-98.18499,-76.956772,-90.840622,-106.136322,-102.929565,-41.793968,-103.115189,17.567551,-99.563843,45.90239,-101.086235,-20.625753
61,0.169444,-98.184260175207,-76.95658137909517,-90.8392286678267,-106.1352059345974,-102.92903379419177,-41.79411029917197,-103.1183619049562,17.563575621024842,-99.56501771798872,45.901656176167045,-101.08714511484459,-20.625064831873274
62,0.172222,-98.1835300876035,-76.95639068954756,-90.83783483391335,-106.1340894672987,-102.92850239709588,-41.794252649585985,-103.1215359524781,17.55959881051242,-99.56619285899437,45.900922088083526,-101.0880555574223,-20.624376415936634
63,0.175,-98.1828,-76.9562,-90.836441,-106.132973,-102.927971,-41.794395,-103.12471,17.555622,-99.567368,45.900188,-101.088966,-20.623688
64,0.177778,-98.18103,-76.956985,-90.836624,-106.132744,-102.926323,-41.794872,-103.127144,17.555168,-99.567741,45.90012,-101.08873,-20.621889
65,0.180556,-98.18246075751576,-76.95635588676868,-90.83534226930693,-106.13131324248425,-102.9256398770477,-41.79521756219622,-103.1277276050405,17.554669410261024,-99.5692522720072,45.89931685544554,-101.08867649036904,-20.622443099729978
66,0.183333,-98.183891,-76.955727,-90.834061,-106.129883,-102.924957,-41.795563,-103.128311,17.554171,-99.570763,45.898514,-101.088623,-20.622997
67,0.186111,-98.181007,-76.957062,-90.830475,-106.129791,-102.923561,-41.795113,-103.130722,17.550245,-99.572006,45.897537,-101.087906,-20.625294
68,0.188889,-98.180744,-76.95684449999999,-90.8595545,-106.18363550000002,-102.922405,-41.7955345,-103.132225,17.5494355,-99.57259350000001,45.896988,-101.0876845,-20.624174500000002
69,0.191667,-98.180481,-76.956627,-90.888634,-106.23748,-102.921249,-41.795956,-103.133728,17.548626,-99.573181,45.896439,-101.087463,-20.623055
70,0.194444,-98.182869,-76.957321,-90.829544,-106.128357,-102.920212,-41.796112,-103.134155,17.548048,-99.576118,45.895927,-101.088242,-20.623999
71,0.197222,-98.182617,-76.957321,-90.828968,-106.1282045,-102.920311,-41.7963925,-103.135395,17.546914,-99.57663299999999,45.895247999999995,-101.088459,-20.6235475
72,0.2,-98.182365,-76.957321,-90.828392,-106.128052,-102.92041,-41.796673,-103.136635,17.54578,-99.577148,45.894569,-101.088676,-20.623096
73,0.202778,-98.181557,-76.959274,-90.827225,-106.129471,-102.918709,-41.797684,-103.13858,17.546835,-99.579567,45.894024,-101.088425,-20.624565
74,0.205556,-98.18202208370836,-76.95916748082809,-90.82647336471648,-106.12961202538253,-102.91830442718272,-41.79811507758776,-103.14005676579659,17.546799493609363,-99.58041015175517,45.89407550927093,-101.08731079945994,-20.624603006840683
75,0.208333,-98.182487,-76.959061,-90.825722,-106.129753,-102.9179,-41.798546,-103.141533,17.546764,-99.581253,45.894127,-101.086197,-20.624641
76,0.211111,-98.182416,-76.95987966666667,-90.82491566666667,-106.13009366666667,-102.917188,-41.798335,-103.14319366666666,17.54597,-99.57806633333334,45.88688166666667,-101.08645633333333,-20.624757
