,Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0,0.0,-102.281013,-80.953491,-94.334587,-110.445358,-103.275787,-44.654964,-105.564857,14.702424,-98.924057,44.468941,-100.288429,-23.820358
1,0.002778,-102.3150975,-80.92511350000001,-94.325947,-110.4145775,-103.273243,-44.6502015,-105.58955750000001,14.740163,-98.932659,44.4743575,-100.285286,-23.817667
2,0.005556,-102.349182,-80.896736,-94.317307,-110.383797,-103.270699,-44.645439,-105.614258,14.777902,-98.941261,44.479774,-100.282143,-23.814976
3,0.008333,-102.263115,-80.93364,-94.29763,-110.383675,-103.269485,-44.640755,-105.598137,14.772527,-98.947838,44.485008,-100.280296,-23.814274
4,0.011111,-102.257103,-80.926804,-94.301609,-110.37682,-103.26369050000001,-44.6418155,-105.6068535,14.780016,-98.95342649999998,44.4899615,-100.265747,-23.806508
5,0.013889,-102.251091,-80.919968,-94.305588,-110.369965,-103.257896,-44.642876,-105.61557,14.787505,-98.959015,44.494915,-100.251198,-23.798742
6,0.016667,-102.244881,-80.915123,-94.287315,-110.369667,-103.255531,-44.639252,-105.617233,14.790368,-98.964325,44.500278,-100.250092,-23.792904
7,0.019444,-102.23930100468047,-80.90854768388839,-94.28036625112512,-110.38103295355536,-103.25295296417642,-44.635003264986494,-105.61643214419442,14.792281655445544,-98.96939758667867,44.507053780018005,-100.24762794365436,-23.79124779819982
8,0.022222,-102.233719,-80.90197,-94.273415,-110.392403,-103.250374,-44.630753,-105.615631,14.794196,-98.974472,44.513832,-100.245163,-23.789591
9,0.025,-102.228317,-80.894699,-94.27137,-110.389801,-103.249382,-44.625984,-105.616447,14.797275,-98.979782,44.520103,-100.238075,-23.788551
10,0.027778,-102.2743645,-80.84523,-94.27404050000001,-110.38194250000002,-103.251011,-44.615751,-105.60323299999999,14.7789415,-98.9849435,44.527906,-100.235649,-23.784846
11,0.030556,-102.320412,-80.795761,-94.276711,-110.374084,-103.25264,-44.605518,-105.590019,14.760608,-98.990105,44.535709,-100.233223,-23.781141
12,0.033333,-102.314041,-80.791496,-94.276169,-110.374191,-103.249672,-44.602001,-105.590034,14.761821,-98.996269,44.542622,-100.231949,-23.777527
13,0.036111,-102.3088225,-80.7873955,-94.2736815,-110.3705365,-103.2505835,-44.5970895,-105.604179,14.795083499999999,-99.0014915,44.5503235,-100.2264975,-23.777256
14,0.038889,-102.303604,-80.783295,-94.271194,-110.366882,-103.251495,-44.592178,-105.618324,14.828346,-99.006714,44.558025,-100.221046,-23.776985
15,0.041667,-102.29836470466819,-80.77992492895716,-94.26842433433336,-110.36399532029282,-103.25098127169088,-44.58732508436337,-105.61772626161046,14.8307489549982,-98.89023969086763,44.3678765173407,-100.21631776599064,-23.77780009780391
16,0.044444,-102.29312729533181,-80.77655607104283,-94.26565566566663,-110.36110967970718,-103.25046772830913,-44.582473915636626,-105.61712873838954,14.8331510450018,-98.77380730913237,44.1777964826593,-100.21159123400936,-23.77861490219609
17,0.047222,-102.287888,-80.773186,-94.262886,-110.358223,-103.249954,-44.577621,-105.616531,14.835554,-98.657333,43.987648,-100.206863,-23.77943
18,0.05,-102.23967533333332,-80.77791366666666,-94.26025633333333,-110.354871,-103.24994633333334,-44.573703333333334,-105.616114,14.838125,-98.65857433333333,43.995894,-100.20275866666667,-23.779902
19,0.052778,-102.19146266666667,-80.78264133333333,-94.25762666666667,-110.351519,-103.24993866666667,-44.569785666666675,-105.615697,14.840696000000001,-98.65981566666666,44.00414,-100.19865433333334,-23.780374
20,0.055556,-102.14325,-80.787369,-94.254997,-110.348167,-103.249931,-44.565868,-105.61528,14.843267,-98.661057,44.012386,-100.19455,-23.780846
21,0.058333,-102.1408955652226,-80.78487459882395,-94.2520020523221,-110.34354244353774,-103.39485487519501,-44.52133469098764,-105.61330714028561,14.846152307332291,-98.66137958922357,44.01665130937238,-100.19128511712469,-23.781183918876756
