Time,barycenter_x,barycenter_y,bow_x,bow_y,bow_z,left_shoulder_positions_x,left_shoulder_positions_y,right_shoulder_positions_x,right_shoulder_positions_y,left_elbow_positions_x,left_elbow_positions_y,right_elbow_positions_x,right_elbow_positions_y,left_wrist_positions_x,left_wrist_positions_y,right_wrist_positions_x,right_wrist_positions_y
1687270479.7814167,-0.1544056534767151,-0.17912381887435913,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.5,-2.5923061457433505e-06,85.5,-0.0
1687270479.9146175,-0.1544056534767151,-0.17912381887435913,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.5,-2.5923061457433505e-06,85.5,-0.0
1687270479.9146175,-0.14177843928337097,-0.1721942275762558,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.5,-2.5923061457433505e-06,85.5,-0.0
1687270479.9156172,-0.14177843928337097,-0.1721942275762558,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.5,-2.5923061457433505e-06,85.5,-0.0
1687270479.916615,-0.1396569460630417,-0.16976533830165863,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.5,-2.5923061457433505e-06,85.5,-0.0
1687270479.917612,-0.1396569460630417,-0.16976533830165863,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.917612,-0.15462152659893036,-0.1821838915348053,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9186094,-0.15462152659893036,-0.1821838915348053,0.9998477101325989,0.9998477101325989,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9186094,-0.14112451672554016,-0.1671093851327896,0.9998477101325989,0.9998477101325989,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.919615,-0.14112451672554016,-0.1671093851327896,0.9998477101325989,0.9998477101325989,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.920604,-0.13798213005065918,-0.1705254316329956,0.9998477101325989,0.9998477101325989,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.920604,-0.13798213005065918,-0.1705254316329956,0.9998477101325989,1.0,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9216187,-0.1526881456375122,-0.1709691882133484,0.9998477101325989,1.0,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9225986,-0.1526881456375122,-0.1709691882133484,1.0,1.0,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9225986,-0.14041706919670105,-0.17318125069141388,1.0,1.0,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9235961,-0.14041706919670105,-0.17318125069141388,1.0,0.9998477101325989,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9235961,-0.1444256603717804,-0.17253084480762482,1.0,0.9998477101325989,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9245934,-0.1444256603717804,-0.17253084480762482,1.0,1.0,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9255908,-0.1595579981803894,-0.18255451321601868,1.0,1.0,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9255908,-0.1595579981803894,-0.18255451321601868,1.0,1.0,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9265928,-0.14217609167099,-0.1747317910194397,1.0,1.0,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9275858,-0.14217609167099,-0.1747317910194397,1.0,0.9998477101325989,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9285824,-0.143792986869812,-0.17628732323646545,1.0,0.9998477101325989,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9285824,-0.143792986869812,-0.17628732323646545,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.92958,-0.14928852021694183,-0.17924979329109192,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.92958,-0.14928852021694183,-0.17924979329109192,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9305778,-0.14114585518836975,-0.17594760656356812,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9305778,-0.14114585518836975,-0.17594760656356812,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.931575,-0.14088943600654602,-0.17340846359729767,1.0,0.9993908405303955,0.0,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.932573,-0.14088943600654602,-0.17340846359729767,0.9998477101325989,0.9998477101325989,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.932573,-0.1469644457101822,-0.18202413618564606,0.9998477101325989,0.9998477101325989,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9335694,-0.1469644457101822,-0.18202413618564606,0.9998477101325989,1.0,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9335694,-0.1339876651763916,-0.1771457940340042,0.9998477101325989,1.0,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.934567,-0.1339876651763916,-0.1771457940340042,0.9998477101325989,0.9998477101325989,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.934567,-0.13992427289485931,-0.1769317388534546,0.9998477101325989,0.9998477101325989,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9355724,-0.13992427289485931,-0.1769317388534546,0.9998477101325989,0.9993908405303955,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
1687270479.9365618,-0.15601202845573425,-0.1771727055311203,0.9998477101325989,0.9993908405303955,-0.017452234402298927,-22.5,0.0,22.5,0.0,-55.5,-2.8515369194792584e-06,55.5,-0.0,-85.49542999267578,-0.523569643497467,85.5,-0.0
