Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0.0,-100.510338,-109.000755,-98.83078,-77.203781,-106.635391,-46.153831,-100.061592,-24.221157,-98.574745,7.847568,-97.450432,37.546486
0.002778,,,,,,,,,,,,
0.005556,-100.516472,-108.995369,-99.116936,-76.697647,-106.637238,-46.150509,-100.066986,-24.213932,-98.576881,7.848608,-97.450653,37.550827
0.008333,-100.518051,-108.994087,-99.117432,-76.697273,-106.641075,-46.15313,-100.069794,-24.210899,-98.578873,7.848127,-97.453476,37.553303
0.011111,,,,,,,,,,,,
0.013889,-100.522385,-108.99218,-98.83963,-77.193344,-106.641403,-46.146858,-100.073311,-24.204878,-98.579063,7.852515,-97.454498,37.555908
0.016667,-100.52359,-108.992706,-99.124634,-76.691368,-106.64222,-46.146385,-100.076065,-24.203991,-98.582603,7.854115,-97.4561,37.558086
0.019444,,,,,,,,,,,,
0.022222,-100.529739,-108.98954,-99.127029,-76.686951,-106.645844,-46.142517,-100.079773,-24.199667,-98.584198,7.854705,-97.457336,37.558277
0.025,,,,,,,,,,,,
0.027778,,,,,,,,,,,,
0.030556,-100.537254,-108.98497,-99.128082,-76.682472,-106.652031,-46.139439,-100.085159,-24.194647,-98.589951,7.857682,-97.460091,37.562542
0.033333,-100.942947,-108.900879,-99.129135,-76.677795,-106.653526,-46.13839,-100.08609,-24.192507,-98.590271,7.85923,-97.460594,37.56374
0.036111,,,,,,,,,,,,
0.038889,-100.876328,-109.065392,-98.842163,-77.180237,-106.660759,-46.132721,-100.08786,-24.191307,-98.596107,7.860482,-97.459534,37.578865
0.041667,,,,,,,,,,,,
0.044444,,,,,,,,,,,,
0.047222,-100.880409,-109.064865,-99.137024,-76.664688,-106.667328,-46.127342,-100.095985,-24.188406,-98.600098,7.862781,-97.468727,37.582436
0.05,-100.887253,-109.05719,-98.84642,-77.177879,-106.669273,-46.123505,-100.097107,-24.186016,-98.602501,7.86309,-97.469963,37.580704
0.052778,,,,,,,,,,,,
