Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0.0,,,,,,,,,,,,
0.002778,,,,,,,,,,,,
0.005556,-106.215897,-69.739189,-107.875763,-41.975445,-110.287415,-10.356207,-106.661201,11.116138,-96.950996,41.097023,-94.119987,70.400597
0.008333,,,,,,,,,,,,
0.011111,,,,,,,,,,,,
0.013889,-106.205299,-69.736526,-107.859039,-41.981171,-110.3022,-10.375236,-106.660934,11.116549,-96.93351,41.092659,-94.089745,70.384392
0.016667,-106.204102,-69.738289,-107.856224,-41.981609,-110.145523,-10.086074,-106.654167,11.113331,-96.92572,41.091339,-94.084885,70.387032
0.019444,,,,,,,,,,,,
0.022222,-106.185173,-69.74649,-107.849503,-41.982124,-110.141907,-10.08628,-106.657814,11.114651,-96.913277,41.089993,-93.489738,69.855537
0.025,-106.182686,-69.747482,-107.844986,-41.985382,-110.140312,-10.087904,-106.653809,11.108274,-96.911278,41.090176,-93.481377,69.85331
0.027778,,,,,,,,,,,,
0.030556,-106.178246,-69.748451,-107.83812,-41.987686,-110.136078,-10.089095,-106.656219,11.113458,-96.883339,41.0933,-93.456345,69.849327
0.033333,-106.175598,-69.747627,-107.835114,-41.989471,-110.136436,-10.089494,-106.651413,11.112602,-96.879234,41.093533,-93.443062,69.847717
0.036111,,,,,,,,,,,,
0.038889,-106.170799,-69.747528,-107.828812,-41.993202,-110.130569,-10.092713,-106.66095,11.110987,-96.870575,41.089718,-93.419273,69.843849
0.041667,-106.168915,-69.745636,-107.826378,-41.992958,-110.129234,-10.094828,-106.681892,11.107782,-96.863808,41.088375,-93.404137,69.84256
0.044444,-106.164528,-69.744415,-107.823456,-41.994209,-110.126541,-10.095872,-106.683876,11.107208,-96.865692,41.094738,-93.379959,69.843849
0.047222,-106.162239,-69.743774,-107.822372,-41.997181,-110.123489,-10.097787,-106.684151,11.106517,-96.854523,41.08762,-93.319275,69.86319
0.05,,,,,,,,,,,,
0.052778,-106.156395,-69.742546,-107.814041,-41.997929,-110.119232,-10.100251,-106.682243,11.097922,-96.847061,41.088074,-93.271873,69.833923
0.055556,-106.154839,-69.743309,-107.810425,-42.000874,-110.118652,-10.102643,-106.692589,11.105868,-96.831612,41.079121,-93.254539,69.829391
0.058333,,,,,,,,,,,,
0.061111,-106.148697,-69.743073,-107.762589,-41.948715,-110.114273,-10.105332,-106.700218,11.107374,-96.825752,41.083302,-93.219254,69.819656
0.063889,-106.145058,-69.739822,-107.75988,-41.950935,-110.110939,-10.105781,-106.704247,11.103826,-96.817825,41.079208,-93.199081,69.814316
0.066667,,,,,,,,,,,,
0.069444,-106.140137,-69.742004,-107.753799,-41.959869,-110.106293,-10.10834,-106.70974,11.103227,-96.803619,41.074276,-93.195976,69.784187
0.072222,-106.137383,-69.74173,-107.748535,-41.95755,-110.102013,-10.108591,-106.710831,11.102852,-96.795982,41.070137,-93.172745,69.780602
0.075,,,,,,,,,,,,
0.077778,-106.141006,-69.735451,-107.741295,-41.960793,-110.097137,-10.11149,-106.712296,11.101232,-96.760208,41.065544,-93.107513,69.773941
0.080556,-106.138214,-69.736717,-107.737694,-41.962578,-110.094772,-10.111858,-106.714058,11.100162,-96.741898,41.059731,-93.090294,69.767914
0.083333,,,,,,,,,,,,
