Format Version,1.23,Take Name,Mose_005,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2023-06-20 03.10.39.580 PM,Capture Start Frame,894746,Total Frames in Take,7965,Total Exported Frames,7965,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,aww:BackLeft,aww:BackLeft,aww:BackLeft,aww:BackRight,aww:BackRight,aww:BackRight,aww:BackTop,aww:BackTop,aww:BackTop,aww:Chest,aww:Chest,aww:Chest,aww:HeadFront,aww:HeadFront,aww:HeadFront,aww:HeadTop,aww:HeadTop,aww:HeadTop,aww:LElbowOut,aww:LElbowOut,aww:LElbowOut,aww:LHandOut,aww:LHandOut,aww:LHandOut,aww:LShoulderBack,aww:LShoulderBack,aww:LShoulderBack,aww:LShoulderTop,aww:LShoulderTop,aww:LShoulderTop,aww:LUArmHigh,aww:LUArmHigh,aww:LUArmHigh,aww:LWristIn,aww:LWristIn,aww:LWristIn,aww:LWristOut,aww:LWristOut,aww:LWristOut,aww:RElbowOut,aww:RElbowOut,aww:RElbowOut,aww:RHandOut,aww:RHandOut,aww:RHandOut,aww:RShoulderBack,aww:RShoulderBack,aww:RShoulderBack,aww:RShoulderTop,aww:RShoulderTop,aww:RShoulderTop,aww:RUArmHigh,aww:RUArmHigh,aww:RUArmHigh,aww:RWristIn,aww:RWristIn,aww:RWristIn,aww:RWristOut,aww:RWristOut,aww:RWristOut,aww:WaistLBack,aww:WaistLBack,aww:WaistLBack,aww:WaistLFront,aww:WaistLFront,aww:WaistLFront,aww:WaistRBack,aww:WaistRBack,aww:WaistRBack,aww:WaistRFront,aww:WaistRFront,aww:WaistRFront
,ID,"12F4A0","12F4A0","12F4A0","12F450","12F450","12F450","12F420","12F420","12F420","12F340","12F340","12F340","12F350","12F350","12F350","12F370","12F370","12F370","12F470","12F470","12F470","12F430","12F430","12F430","12F490","12F490","12F490","12F410","12F410","12F410","12F480","12F480","12F480","12F3D0","12F3D0","12F3D0","12F440","12F440","12F440","12F3C0","12F3C0","12F3C0","12F380","12F380","12F380","12F3F0","12F3F0","12F3F0","12F3B0","12F3B0","12F3B0","12F3E0","12F3E0","12F3E0","12F320","12F320","12F320","12F640","12F640","12F640","12F460","12F460","12F460","12F3A0","12F3A0","12F3A0","12F400","12F400","12F400","12F360","12F360","12F360"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.002778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.005556,-124.064766,163.876694,7.358080,-121.565712,162.887695,31.615158,-121.847427,179.945023,19.774853,-94.257233,170.436569,15.045727,-99.927353,202.833694,21.355444,-110.114464,209.641891,14.046632,-113.028419,171.746384,-33.049191,-110.613655,178.578094,-61.299229,-121.606255,174.780869,-1.503730,-116.975464,183.753281,6.246832,-117.214844,171.326538,-18.809643,-103.965103,185.136200,-54.776562,-110.173569,177.044083,-54.491840,-111.047890,160.572632,70.196083,-99.982574,155.972000,95.486465,-117.709137,175.336426,37.120647,-110.573090,181.750885,31.145855,-115.264771,166.209503,52.845295,-99.062782,166.735809,88.518188,-102.692749,157.206314,89.650238,-119.136795,135.769684,5.207801,-100.404785,134.707214,-0.759126,-116.795670,135.076706,29.541206,-95.624474,133.173401,26.374657
3,0.008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.013889,-124.061646,163.877975,7.360104,-121.565865,162.888962,31.617456,-121.845627,179.945663,19.777590,-94.255539,170.437744,15.055216,-99.922493,202.833252,21.368097,-110.101105,209.642761,14.058977,-113.021294,171.747955,-33.044201,-110.608253,178.571899,-61.297352,-121.598473,174.781281,-1.500264,-116.969765,183.755203,6.250438,-117.206085,171.329575,-18.806143,-103.959534,185.132324,-54.775257,-110.166634,177.040146,-54.488800,-111.085800,160.548401,70.192680,-100.014343,155.963226,95.505554,-117.705498,175.347931,37.121605,-110.572174,181.686310,31.186468,-115.269028,166.209244,52.848877,-99.084785,166.725235,88.528893,-102.708603,157.199783,89.654503,-119.133911,135.768829,5.209670,-100.403549,134.709412,-0.756077,-116.794571,135.079361,29.545923,-95.646996,133.192276,26.348644
