Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0.0,-104.284904,-53.332817,-108.517624,-26.43561,-118.568993,8.4732,-116.853607,32.05582,-118.798401,69.331337,-113.577332,95.942131
0.002778,,,,,,,,,,,,
0.005556,-104.285385,-53.332581,-108.518089,-26.437223,-118.578148,8.471089,-116.861511,32.053387,-118.793343,69.332916,-113.569,95.940994
0.008333,,,,,,,,,,,,
0.011111,,,,,,,,,,,,
0.013889,-104.285156,-53.333939,-108.534935,-26.437653,-118.58696,8.464373,-116.873566,32.050983,-118.791412,69.331375,-113.557266,95.938942
0.016667,,,,,,,,,,,,
0.019444,,,,,,,,,,,,
0.022222,-104.285225,-53.334713,-108.551315,-26.439953,-118.596161,8.458794,-116.897896,32.04287,-118.789886,69.331566,-113.54644,95.935143
0.025,,,,,,,,,,,,
0.027778,,,,,,,,,,,,
0.030556,-104.285667,-53.337025,-108.554008,-26.439459,-118.604004,8.458006,-116.907272,32.044579,-118.791435,69.342064,-113.534149,95.935249
0.033333,,,,,,,,,,,,
0.036111,,,,,,,,,,,,
0.038889,-104.105759,-53.581543,-108.557999,-26.436281,-118.613853,8.45387,-116.92411,32.044205,-118.788765,69.332718,-113.520691,95.923149
0.041667,-104.322479,-53.333378,-108.563278,-26.437754,-118.615494,8.45049,-116.9291,32.045025,-118.787849,69.3339,-113.515518,95.922562
0.044444,,,,,,,,,,,,
0.047222,-104.322144,-53.333618,-108.558365,-26.436239,-118.62365,8.456028,-116.935623,32.042061,-118.784859,69.335556,-113.504303,95.923592
0.05,,,,,,,,,,,,
0.052778,-104.318489,-53.340256,-108.55484,-26.430893,-118.632591,8.455962,-116.944038,32.043396,-118.786682,69.335152,-113.499641,95.921898
0.055556,-104.317215,-53.339577,-108.554077,-26.4296,-118.633949,8.454573,-116.949806,32.043629,-118.784416,69.33606,-113.495613,95.923042
0.058333,,,,,,,,,,,,
0.061111,-104.318298,-53.338741,-108.55217,-26.427391,-118.640228,8.453965,-116.959846,32.045944,-118.785286,69.346893,-113.4935,95.922379
0.063889,,,,,,,,,,,,
0.066667,,,,,,,,,,,,
0.069444,-104.318359,-53.337753,-108.561241,-26.429117,-118.657257,8.456784,-116.965149,32.038982,-118.784309,69.346809,-113.48423,95.924591
0.072222,,,,,,,,,,,,
0.075,,,,,,,,,,,,
0.077778,-104.317978,-53.338539,-108.57412,-26.429028,-118.737122,8.466064,-116.975227,32.038151,-118.779419,69.349442,-113.472557,95.921326
0.080556,,,,,,,,,,,,
0.083333,,,,,,,,,,,,
0.086111,-104.324043,-53.340019,-108.584297,-26.429779,-118.749634,8.463276,-116.981194,32.036064,-118.778435,69.348946,-113.454308,95.921638
0.088889,,,,,,,,,,,,
0.091667,,,,,,,,,,,,
0.094444,-104.324638,-53.341209,-108.600327,-26.434649,-118.757095,8.458418,-116.993103,32.03384,-118.779015,69.350143,-113.440552,95.918297
0.097222,,,,,,,,,,,,
0.1,,,,,,,,,,,,
0.102778,-104.326904,-53.342556,-108.613708,-26.43786,-118.765114,8.456039,-117.002823,32.032093,-118.779716,69.349274,-113.431465,95.91478
0.105556,,,,,,,,,,,,
0.108333,,,,,,,,,,,,
0.111111,-104.330574,-53.342438,-108.616127,-26.440599,-118.774475,8.451915,-117.010536,32.029404,-118.778587,69.340195,-113.421692,95.906105
