,Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0,0.0,-105.56602500000002,-79.16914399999999,-107.19362799999999,-48.321171000000014,-109.65354799999997,-16.330617,-108.06339900000002,5.191774999999999,-108.510595,36.511065,-106.889098,65.55916000000002
1,0.002778,-105.55758700000001,-79.16609199999999,-107.186242,-48.311375000000005,-109.64832999999999,-16.326981,-108.05941700000001,5.191589,-108.503333,36.513385,-106.869308,65.55420000000001
2,0.005556,-105.553368,-79.164566,-107.182549,-48.306477,-109.645721,-16.325163,-108.057426,5.191496,-108.499702,36.514545,-106.859413,65.55172
3,0.008333,-105.549149,-79.16304,-107.178856,-48.301579,-109.643112,-16.323345,-108.055435,5.191403,-108.496071,36.515705,-106.849518,65.54924
4,0.011111,-105.5449795,-79.159992,-107.173069,-48.2986165,-109.6405905,-16.321130500000002,-108.055103,5.193595,-108.49045550000001,36.515725999999994,-106.83976,65.547867
5,0.013889,-105.54081,-79.156944,-107.167282,-48.295654,-109.638069,-16.318916,-108.054771,5.195787,-108.48484,36.515747,-106.830002,65.546494
6,0.016667,-105.54253187327492,-79.14669643705749,-107.16196369518781,-48.292469617904715,-109.63598341641665,-16.31647937429497,-108.0463929947198,5.196563759870395,-108.47903330325214,36.516554430217205,-106.82093191167647,65.54453809864394
7,0.019444,-105.54425312672507,-79.13645256294251,-107.1566473048122,-48.28928638209529,-109.63389858358335,-16.31404362570503,-108.03801800528021,5.197340240129605,-108.47322869674787,36.51736156978279,-106.81186508832353,65.54258290135606
8,0.022222,-105.545975,-79.126205,-107.151329,-48.286102,-109.631813,-16.311607,-108.02964,5.198117,-108.467422,36.518169,-106.802795,65.540627
9,0.025,-105.541931,-79.122971,-107.146431,-48.284061,-109.627548,-16.309317,-108.0271,5.198789,-108.460533,36.515827,-106.785286,65.546806
10,0.027778,-105.5360145,-79.11278150000001,-107.04593650000001,-48.247718500000005,-109.625736,-16.307396,-108.024567,5.199472999999999,-108.454914,36.51569,-106.7770005,65.545929
11,0.030556,-105.530098,-79.102592,-106.945442,-48.211376,-109.623924,-16.305475,-108.022034,5.200157,-108.449295,36.515553,-106.768715,65.545052
12,0.033333,-105.5268994345374,-79.09933011640466,-106.94254102976119,-48.20867098271931,-109.6735770799232,-16.399454438617546,-108.02013478927158,5.201465019320772,-108.4421860399616,36.513989042121686,-106.75968150198008,65.54121258838353
13,0.036111,-105.52369971726868,-79.09606705820232,-106.9396390148806,-48.20596499135966,-109.7232480399616,-16.49346771930877,-108.01823489463578,5.202773509660386,-108.4350745199808,36.51242452106084,-106.75064475099003,65.53737179419177
14,0.038889,-105.5205,-79.092804,-106.936737,-48.203259,-109.772919,-16.587481,-108.016335,5.204082,-108.427963,36.51086,-106.741608,65.533531
15,0.041667,-105.517578,-79.089882,-106.935394,-48.201092,-109.771835,-16.582895,-108.013382,5.204198,-108.421776,36.508968,-106.732498,65.533562
16,0.044444,-105.51555286462646,-79.08727296975698,-106.93227056237625,-48.198645440504045,-109.69105454455446,-16.438962915031503,-108.00947270387039,5.204562934293429,-108.48137726876688,36.58530175607561,-106.70526590315032,65.49836983636364
17,0.047222,-105.513527,-79.084663,-106.929146,-48.196198,-109.610245,-16.294979,-108.005562,5.204928,-108.541,36.661663,-106.678024,65.463165
18,0.05,-105.510902,-79.082985,-106.923737,-48.196404,-109.610474,-16.291945,-108.004356,5.205358,-108.364426,36.455208,-106.645142,65.516914
19,0.052778,-105.509861,-79.0817755,-106.927044,-48.192234500000005,-109.6078455,-16.2907995,-108.002693,5.2057375,-108.3576015,36.456211,-106.4242935,65.275913
20,0.055556,-105.50882,-79.080566,-106.930351,-48.188065,-109.605217,-16.289654,-108.00103,5.206117,-108.350777,36.457214,-106.203445,65.034912
21,0.058333,-105.508018,-79.079018,-106.931595,-48.185509,-109.603119,-16.288883,-107.996597,5.205642,-108.341942,36.458557,-106.193542,65.0354
22,0.061111,-105.49969100000001,-79.037079,-106.9334185,-48.184019000000006,-109.59993750000001,-16.288019,-107.992508,5.2068375,-108.3343545,36.458086,-106.173706,65.0218845
23,0.063889,-105.491364,-78.99514,-106.935242,-48.182529,-109.596756,-16.287155,-107.988419,5.208033,-108.326767,36.457615,-106.15387,65.008369
24,0.066667,-105.48942076683068,-78.99634047737909,-106.93675018096724,-48.18177257590304,-109.59361228945158,-16.28621722080883,-107.98538196891876,5.209242478459139,-108.31800494863795,36.46418212132485,-106.1371619951998,65.00003433325332
25,0.069444,-105.48747823316933,-78.99754052262091,-106.93825781903277,-48.18101642409696,-109.59046971054842,-16.285279779191168,-107.98234603108124,5.210451521540862,-108.30924605136205,36.47074687867514,-106.1204600048002,64.99170266674668
26,0.072222,-105.485535,-78.998741,-106.939766,-48.18026,-109.587326,-16.284342,-107.979309,5.211661,-108.300484,36.477314,-106.103752,64.983368
27,0.075,-105.517342,-79.065666,-106.940842,-48.181026,-109.584084,-16.282852,-107.976326,5.215183,-108.293022,36.478241,-106.08506,64.975273
28,0.077778,-105.514534,-79.06649,-106.9399185,-48.182262,-109.5816195,-16.281841999999997,-107.97313299999999,5.21705,-108.2863235,36.477356,-106.06370899999999,64.96831900000001
29,0.080556,-105.511726,-79.067314,-106.938995,-48.183498,-109.579155,-16.280832,-107.96994,5.218917,-108.279625,36.476471,-106.042358,64.961365
30,0.083333,-105.49354877281728,-79.03357157533753,-106.93668791539156,-48.18499323078308,-109.57536768190819,-16.280474564356435,-107.96806733717372,5.222556844644465,-108.27372856165617,36.478309169036905,-106.3343209319532,65.25220213465346
31,0.086111,-105.475365,-78.999817,-106.93438,-48.186489,-109.571579,-16.280117,-107.966194,5.226198,-108.26783,36.480148,-106.626389,65.543144
32,0.088889,-105.472855,-79.003197,-106.929764,-48.18681,-109.567001,-16.279129,-107.963112,5.230089,-108.260597,36.48082,-106.613419,65.543015
33,0.091667,-105.46702094995499,-79.01205259387939,-106.92649791215122,-48.18681550099011,-109.56316680990099,-16.27853389288929,-107.95928881188118,5.231705290909091,-108.253485219982,36.481914697029715,-106.60317815679568,65.54088961746174
34,0.094444,-105.461189,-79.020905,-106.923233,-48.186821,-109.559334,-16.277939,-107.955467,5.233321,-108.246376,36.483009,-106.592941,65.538765
35,0.097222,-105.460274,-79.022774,-106.927322,-48.187344,-109.555649,-16.2777,-107.950294,5.236704,-108.238281,36.480747,-106.538368,65.542976
36,0.1,-105.458855,-79.024311,-106.9241865,-48.18774600000001,-109.5520975,-16.277212,-107.9471815,5.2395265,-108.2309835,36.4801845,-106.5212895,65.54123299999999
37,0.102778,-105.457436,-79.025848,-106.921051,-48.188148,-109.548546,-16.276724,-107.944069,5.242349,-108.223686,36.479622,-106.504211,65.53949
38,0.105556,-105.456566,-79.026276,-106.917549,-48.188446,-109.543396,-16.277224,-107.941032,5.24322,-108.215866,36.475407,-106.493553,65.537788
