Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0.0,,,,,,,,,,,,
0.002778,,,,,,,,,,,,
0.005556,-112.911819,-76.281288,-112.945892,-48.932423,-115.624603,-17.927584,-113.521599,2.514975,-114.70282,33.620583,-110.702087,60.993553
0.008333,,,,,,,,,,,,
0.011111,,,,,,,,,,,,
0.013889,-112.919907,-76.285751,-112.944069,-48.937149,-115.620674,-17.931131,-113.518181,2.511431,-114.710342,33.618366,-110.727737,61.01165
0.016667,-112.921356,-76.285545,-112.946388,-48.940395,-115.618881,-17.934076,-113.516548,2.509687,-114.712402,33.618538,-110.916992,61.269688
0.019444,-112.923935,-76.287262,-112.946404,-48.940201,-115.618301,-17.934313,-113.513313,2.508458,-114.713753,33.616047,-110.922195,61.264492
0.022222,-112.925194,-76.288673,-112.947014,-48.943226,-115.616623,-17.939009,-113.51223,2.507808,-114.716927,33.616692,-110.918739,61.254429
0.025,,,,,,,,,,,,
0.027778,-112.93914,-76.299553,-112.947014,-48.94339,-115.596092,-17.948191,-113.512848,2.504183,-114.721085,33.613598,-110.934784,61.259315
0.030556,-112.940689,-76.300255,-112.946548,-48.946613,-115.596855,-17.949362,-113.509819,2.501826,-114.725204,33.611214,-110.938522,61.260223
0.033333,,,,,,,,,,,,
0.036111,-112.946342,-76.302353,-112.947372,-48.951012,-115.59404,-17.954052,-113.507286,2.498983,-114.730194,33.606136,-110.95314,61.263729
0.038889,-112.948631,-76.304352,-112.947884,-48.951405,-115.611053,-17.944702,-113.487541,2.499079,-114.732468,33.605431,-110.95359,61.258888
0.041667,,,,,,,,,,,,
0.044444,-112.953827,-76.306358,-112.947739,-48.955936,-115.602203,-17.949135,-113.488319,2.498931,-114.737617,33.605854,-110.971451,61.264111
0.047222,,,,,,,,,,,,
0.05,,,,,,,,,,,,
0.052778,-112.965157,-76.308403,-112.97023,-48.992104,-115.601006,-17.953281,-113.485107,2.4932,-114.745819,33.600109,-111.017654,61.261463
0.055556,,,,,,,,,,,,
0.058333,,,,,,,,,,,,
0.061111,-112.975571,-76.30825,-112.970009,-48.997097,-115.600952,-17.957516,-113.460289,2.468939,-114.752159,33.596432,-111.036041,61.26318
0.063889,-112.979736,-76.308052,-112.946739,-48.965771,-115.598442,-17.958706,-113.457802,2.468059,-114.754761,33.594559,-111.057091,61.269497
0.066667,,,,,,,,,,,,
0.069444,-112.98674,-76.306892,-112.967941,-48.999741,-115.595818,-17.962057,-113.476242,2.450678,-114.758934,33.590775,-111.059639,61.262154
0.072222,,,,,,,,,,,,
0.075,,,,,,,,,,,,
0.077778,-112.996765,-76.307526,-112.967941,-49.004169,-115.595009,-17.965363,-113.458252,2.463993,-114.765251,33.589226,-111.083771,61.267281
0.080556,-112.938599,-76.301918,-112.967575,-49.004768,-115.59478,-17.966837,-113.458099,2.465973,-114.764465,33.585812,-111.08036,61.258865
0.083333,,,,,,,,,,,,
0.086111,-112.942711,-76.300926,-112.969315,-49.005974,-115.594063,-17.968369,-113.458107,2.463302,-114.768288,33.582832,-111.090561,61.264587
0.088889,-112.946404,-76.298889,-112.969124,-49.009548,-115.593102,-17.970896,-113.459167,2.461903,-114.768181,33.578213,-111.093834,61.262344
0.091667,,,,,,,,,,,,
