,Time,es,se,we,ew
0,1687179460.5131736,359.9999950216869,0.0,5.853177185599634e-06,0.0
1,1687179460.6551757,359.9999950216869,0.0,5.853177185599634e-06,0.0
2,1687179460.655552,359.9999950216869,0.0,5.853177185599634e-06,0.0
3,1687179460.6565769,359.9999950216869,0.0,5.853177185599634e-06,0.0
4,1687179460.6565769,359.9999950216869,0.0,5.853177185599634e-06,0.0
5,1687179460.657547,359.9999950216869,0.0,5.853177185599634e-06,0.0
6,1687179460.657547,359.9999950216869,0.0,5.853177185599634e-06,0.0
7,1687179460.6585443,359.9999950216869,0.0,5.853177185599634e-06,0.0
8,1687179460.6595411,359.9999950216869,0.0,5.853177185599634e-06,0.0
9,1687179460.6595411,359.0000049224879,0.0,1.1959099824559303,0.0
10,1687179460.660539,359.0000049224879,0.0,1.1959099824559303,0.0
11,1687179460.660539,359.9999950216869,0.0,5.853177185599634e-06,0.0
12,1687179460.6615355,359.9999950216869,0.0,5.853177185599634e-06,0.0
13,1687179460.6615355,359.9999950216869,0.0,5.853177185599634e-06,0.0
14,1687179460.6625378,359.9999950216869,0.0,5.853177185599634e-06,0.0
15,1687179460.6625378,359.9999950216869,0.0,5.853177185599634e-06,0.0
16,1687179460.6635542,359.9999950216869,0.0,5.853177185599634e-06,0.0
17,1687179460.6635542,359.9999950216869,0.0,1.0000057969203908,0.0
18,1687179460.664562,359.9999950216869,0.0,1.0000057969203908,0.0
19,1687179460.664562,359.9999950216869,0.0,1.0000057969203908,0.0
20,1687179460.6655602,359.9999950216869,0.0,1.0000057969203908,0.0
21,1687179460.666556,359.9999950216869,0.0,1.0000057969203908,0.0
22,1687179460.6667182,359.9999950216869,0.0,1.0000057969203908,0.0
23,1687179460.6667182,359.9999950216869,0.0,1.0000057969203908,0.0
24,1687179460.6677146,359.9999950216869,0.0,1.0000057969203908,0.0
25,1687179460.6677146,359.9999950216869,0.0,1.0000057969203908,0.0
26,1687179460.668712,359.9999950216869,0.0,1.0000057969203908,0.0
27,1687179460.668712,359.9999950216869,0.0,1.0000057969203908,0.0
28,1687179460.6697545,359.9999950216869,0.0,1.0000057969203908,0.0
29,1687179460.6697545,359.9999950216869,0.0,1.0000057969203908,0.0
30,1687179460.670823,359.9999950216869,0.0,1.0000057969203908,0.0
31,1687179460.670823,359.9999950216869,0.0,1.0000057969203908,0.0
32,1687179460.6718397,359.9999950216869,0.0,1.0000057969203908,0.0
33,1687179460.6718397,359.9999950216869,0.0,1.0000057969203908,0.0
34,1687179460.6728387,359.9999950216869,0.0,1.0000057969203908,0.0
35,1687179460.6728387,359.9999950216869,0.0,1.0000057969203908,0.0
