,Time,es,se,we,ew
1127,1687181065.89003,359.999995095444,71.0000037668917,5.00000612894797,250.9999999487
1128,1687181065.93132,359.999995095444,71.0000037668917,5.00000612894797,250.9999999487
1129,1687181065.97814,359.999995095444,71.0000037668917,5.00000612894797,250.9999999487
1130,1687181065.97814,359.999995095444,72.0000007217704,5.00000612894797,249.999996892855
1131,1687181066.02528,359.999995095444,72.0000007217704,5.00000612894797,249.999996892855
1132,1687181066.07227,359.999995095444,72.0000007217704,5.00000612894797,249.999996892855
1133,1687181066.11933,359.999995095444,72.0000007217704,5.00000612894797,249.999996892855
1134,1687181066.11933,359.999995095444,75.0000030348825,5.00000612894797,250.999997635115
1135,1687181066.1662,359.999995095444,75.0000030348825,5.00000612894797,250.999997635115
1136,1687181066.21306,359.999995095444,75.0000030348825,5.00000612894797,250.999997635115
1137,1687181066.25992,359.999995095444,75.0000030348825,5.00000612894797,250.999997635115
1138,1687181066.25992,359.999995095444,76.0000021607166,5.00000612894797,251.999997148102
1139,1687181066.31459,359.999995095444,76.0000021607166,5.00000612894797,251.999997148102
1140,1687181066.35412,359.999995095444,76.0000021607166,5.00000612894797,251.999997148102
1141,1687181066.40098,359.999995095444,77.0000034697715,5.00000612894797,251.999999660343
1142,1687181066.40962,359.999995095444,77.0000034697715,5.00000612894797,251.999999660343
1143,1687181066.44793,359.999995095444,77.0000034697715,5.00000612894797,251.999999660343
1144,1687181066.49479,359.999995095444,77.0000034697715,5.00000612894797,251.999999660343
1145,1687181066.54166,359.999995095444,78.0000024108188,4.00000618139512,252.999995663707
1146,1687181066.54166,359.999995095444,78.0000024108188,4.00000618139512,252.999995663707
1147,1687181066.58854,359.999995095444,78.0000024108188,4.00000618139512,252.999995663707
1148,1687181066.63544,359.999995095444,78.0000024108188,4.00000618139512,252.999995663707
1149,1687181066.66668,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1150,1687181066.6823,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1151,1687181066.72917,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1152,1687181066.77603,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1153,1687181066.80727,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1154,1687181066.82815,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1155,1687181066.87734,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1156,1687181066.91727,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1157,1687181066.94852,359.000004922488,78.0000024108188,5.14834052524151,251.999998903637
1158,1687181066.96382,359.000004922488,78.0000024108188,5.14834052524151,251.999998903637
1159,1687181067.01068,359.000004922488,78.0000024108188,5.14834052524151,251.999998903637
1160,1687181067.06495,359.000004922488,78.0000024108188,5.14834052524151,251.999998903637
1161,1687181067.0891,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1162,1687181067.11063,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1163,1687181067.15282,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1164,1687181067.19969,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1165,1687181067.21531,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1166,1687181067.24655,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1167,1687181067.29341,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1168,1687181067.34051,359.000004922488,78.0000024108188,5.14834052524151,252.999995663707
1169,1687181067.35613,359.999995095444,78.0000024108188,4.00000618139512,252.999995663707
1170,1687181067.38758,359.999995095444,78.0000024108188,4.00000618139512,252.999995663707
1171,1687181067.43405,359.999995095444,78.0000024108188,4.00000618139512,252.999995663707
1172,1687181067.48092,359.999995095444,78.0000024108188,4.00000618139512,252.999995663707
1173,1687181067.49654,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1174,1687181067.52778,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1175,1687181067.57489,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1176,1687181067.62176,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1177,1687181067.63738,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1178,1687181067.66882,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1179,1687181067.71569,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1180,1687181067.76255,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1181,1687181067.76255,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1182,1687181067.80942,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1183,1687181067.85628,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1184,1687181067.90314,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1185,1687181067.90314,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1186,1687181067.95034,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1187,1687181067.99721,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1188,1687181068.04407,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1189,1687181068.04407,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1190,1687181068.09093,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1191,1687181068.1378,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1192,1687181068.18466,359.999995095444,77.0000034697715,5.00000612894797,252.999996375697
1193,1687181068.18466,359.999995095444,77.0000034697715,6.00000499896623,253.999998784654
