Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0.0,,,,,,,,,,,,
0.002778,,,,,,,,,,,,
0.005556,-101.987816,-108.627632,-100.16539,-78.360573,-99.495979,-42.71294,-94.880325,-20.858011,-91.369125,13.878457,-87.785515,42.982231
0.008333,-102.016136,-108.613625,-100.161194,-78.361191,-99.45488,-42.736469,-94.892815,-20.77667,-91.596779,13.997557,-87.995544,43.062695
0.011111,,,,,,,,,,,,
0.013889,-102.050056,-108.639671,-100.156715,-78.364929,-99.523544,-42.539631,-94.882774,-20.795507,-91.597786,13.878094,-88.214775,43.01178
0.016667,-102.103996,-108.66449,-100.155411,-78.366463,-99.501991,-42.545689,-94.878929,-20.797377,-91.679016,13.876966,-88.402359,43.082447
0.019444,,,,,,,,,,,,
0.022222,-102.145782,-108.65519,-100.125587,-78.366814,-99.460632,-42.556526,-94.842094,-20.881548,-91.814011,13.840919,-88.726219,43.102467
0.025,,,,,,,,,,,,
0.027778,,,,,,,,,,,,
0.030556,-102.193489,-108.654724,-100.113358,-78.373192,-99.41674,-42.56778,-94.834862,-20.886478,-92.015472,13.851094,-89.006737,43.020828
0.033333,-102.204514,-108.65538,-100.106621,-78.373756,-99.40287,-42.572212,-94.833847,-20.892365,-92.088196,13.84533,-89.14138,43.083076
0.036111,,,,,,,,,,,,
0.038889,-102.233063,-108.665016,-100.095512,-78.373573,-99.215675,-42.814003,-94.834351,-20.890322,-92.218895,13.849311,-89.369804,43.060715
0.041667,,,,,,,,,,,,
0.044444,,,,,,,,,,,,
0.047222,-102.272736,-108.662964,-100.076126,-78.377548,-99.325462,-42.591454,-94.966957,-20.717419,-92.399033,13.864785,-89.723595,43.078335
0.05,,,,,,,,,,,,
0.052778,,,,,,,,,,,,
0.055556,-102.30143,-108.660439,-100.058517,-78.380165,-99.110069,-42.863827,-94.999931,-20.679707,-92.602066,13.865561,-90.086487,43.136482
0.058333,-102.307716,-108.65712,-100.053635,-78.380707,-99.096985,-42.867298,-95.010956,-20.673979,-92.646996,13.86213,-90.140709,43.095543
0.061111,,,,,,,,,,,,
0.063889,-102.319786,-108.64711,-100.041435,-78.381943,-99.07267,-42.874569,-94.908112,-20.838442,-92.754349,13.860718,-90.311829,43.079075
0.066667,-102.324692,-108.631012,-100.035568,-78.382751,-99.06649,-42.874233,-94.915298,-20.83791,-92.815353,13.857637,-90.434525,43.118614
0.069444,,,,,,,,,,,,
0.072222,-102.340935,-108.630959,-100.025307,-78.376266,-99.044884,-42.875195,-94.93766,-20.815304,-92.935684,13.871325,-90.581848,43.140648
0.075,-102.345703,-108.626083,-100.017357,-78.375153,-99.210037,-42.600941,-94.94796,-20.810726,-92.98661,13.876057,-90.693245,43.16906
0.077778,-102.352562,-108.624016,-100.010338,-78.372719,-99.020912,-42.87014,-94.956551,-20.805964,-93.040367,13.882955,-90.73954,43.105648
0.080556,-102.356171,-108.622253,-100.004852,-78.368462,-99.191643,-42.597996,-94.967667,-20.805836,-93.082039,13.88616,-90.875534,43.185703
0.083333,,,,,,,,,,,,
0.086111,-102.362671,-108.619812,-99.977501,-78.382645,-99.168915,-42.600586,-94.986656,-20.799604,-93.182182,13.871272,-91.009789,43.200699
