Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0.000000,-105.784897,-80.009079,-98.661697,-109.518471,-106.005287,-44.273067,-109.863327,15.562755,-103.544067,44.539959,-104.159988,-22.949018
0.002778,,,,,,,,,,,,
0.005556,-105.786964,-80.029846,-98.666832,-109.518219,-106.009277,-44.271503,-109.857666,15.564595,-103.467834,44.522114,-104.161598,-22.949121
0.008333,,,,,,,,,,,,
0.011111,,,,,,,,,,,,
0.013889,-105.794357,-80.028824,-98.689362,-109.512070,-106.013954,-44.269318,-109.845886,15.566956,-103.506897,44.542557,-104.164757,-22.943848
0.016667,-105.797935,-80.029724,-98.692154,-109.511276,-106.026436,-44.274792,-109.843002,15.567438,-103.500954,44.544792,-104.164490,-22.945185
0.019444,,,,,,,,,,,,
0.022222,-105.801514,-80.029655,-98.697266,-109.511742,-106.035278,-44.268875,-109.835068,15.569027,-103.486824,44.547165,-104.167618,-22.940840
0.025000,,,,,,,,,,,,
0.027778,,,,,,,,,,,,
0.030556,-105.886864,-80.006172,-98.701775,-109.510979,-106.038094,-44.267818,-109.821144,15.573141,-103.471649,44.551434,-104.172050,-22.939459
0.033333,,,,,,,,,,,,
0.036111,,,,,,,,,,,,
0.038889,-105.895828,-80.005241,-98.707581,-109.509346,-106.039871,-44.265957,-109.809875,15.578088,-103.456322,44.554131,-104.174423,-22.933367
0.041667,,,,,,,,,,,,
0.044444,,,,,,,,,,,,
0.047222,-105.901192,-80.003738,-98.713547,-109.506187,-106.045258,-44.262581,-109.799911,15.579967,-103.440643,44.556694,-104.175690,-22.928919
0.050000,-105.903862,-80.003212,-98.717041,-109.504150,-106.046638,-44.260990,-109.794235,15.581396,-103.432976,44.557835,-104.175583,-22.927130
0.052778,,,,,,,,,,,,
0.055556,-105.908440,-80.000999,-98.720535,-109.502151,-106.048050,-44.258522,-109.787415,15.586583,-103.422142,44.559597,-104.176285,-22.925089
0.058333,,,,,,,,,,,,
0.061111,,,,,,,,,,,,
0.063889,-105.913712,-79.998589,-98.728470,-109.498085,-106.054779,-44.253860,-109.767960,15.609558,-103.396973,44.564373,-104.176247,-22.923622
0.066667,,,,,,,,,,,,
0.069444,,,,,,,,,,,,
0.072222,-105.921577,-79.994675,-98.735703,-109.493462,-106.061676,-44.250881,-109.753693,15.614429,-103.380074,44.568626,-104.175880,-22.918257
0.075000,,,,,,,,,,,,
0.077778,,,,,,,,,,,,
0.080556,-105.931450,-79.970840,-98.741463,-109.489929,-106.066307,-44.234283,-109.738220,15.617587,-103.367630,44.572956,-104.176796,-22.915966
0.083333,-105.928329,-79.992058,-98.743980,-109.487976,-106.069923,-44.232384,-109.732460,15.619828,-103.363121,44.574226,-104.176735,-22.915886
0.086111,,,,,,,,,,,,
0.088889,-105.935600,-79.968002,-98.747536,-109.485397,-106.073090,-44.230225,-109.723190,15.621838,-103.359222,44.576817,-104.178001,-22.908951
