Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0.000000,,,,,,,,,,,,
0.002778,,,,,,,,,,,,
0.005556,-97.556206,-75.988808,-90.745789,-105.257324,-102.211891,-40.998138,-104.195763,18.512608,-101.302849,46.710686,-100.213776,-20.031975
0.008333,-97.555786,-75.990417,-90.744972,-105.261230,-102.210930,-40.998684,-104.195808,18.512465,-101.304459,46.710701,-100.214752,-20.031189
0.011111,,,,,,,,,,,,
0.013889,-97.553871,-75.988235,-90.739235,-105.259644,-102.212929,-41.000141,-104.198090,18.511635,-101.306488,46.709652,-100.218224,-20.030897
0.016667,,,,,,,,,,,,
0.019444,-97.552528,-75.990257,-90.733307,-105.260681,-102.219650,-41.007568,-104.200813,18.509453,-101.311516,46.707855,-100.222969,-20.032825
0.022222,-97.550743,-75.990204,-90.731827,-105.260376,-102.068184,-41.227459,-104.203751,18.508596,-101.311516,46.706047,-100.223518,-20.031267
0.025000,,,,,,,,,,,,
0.027778,-97.551033,-75.990318,-90.728531,-105.265236,-102.070282,-41.229607,-104.179092,18.444708,-101.283142,46.655720,-100.227753,-20.031324
0.030556,-97.550720,-75.992218,-90.726547,-105.263924,-102.069237,-41.232307,-104.181137,18.444233,-101.285088,46.654339,-100.228134,-20.033058
0.033333,,,,,,,,,,,,
0.036111,-97.548050,-75.991295,-90.722466,-105.265831,-102.074310,-41.230690,-104.185715,18.440577,-101.385323,46.721249,-100.232292,-20.034950
0.038889,,,,,,,,,,,,
0.041667,,,,,,,,,,,,
0.044444,-97.546555,-75.993019,-90.718918,-105.267380,-102.073524,-41.237343,-104.192436,18.435646,-101.394943,46.716427,-100.235809,-20.036047
0.047222,-97.546425,-75.993263,-90.718506,-105.270576,-102.074364,-41.238857,-104.194138,18.434727,-101.397835,46.714943,-100.237022,-20.037159
0.050000,,,,,,,,,,,,
0.052778,-97.655884,-75.900841,-90.719383,-105.274673,-102.074554,-41.240322,-104.198364,18.432241,-101.403046,46.712730,-100.240479,-20.037415
0.055556,-97.543869,-75.995148,-90.715919,-105.277588,-102.224899,-41.010521,-104.200745,18.430264,-101.405846,46.710892,-100.240471,-20.041288
0.058333,,,,,,,,,,,,
0.061111,-97.650230,-75.904106,-90.715828,-105.287529,-102.222778,-41.013359,-104.205666,18.428368,-101.410606,46.710079,-100.243164,-20.042807
0.063889,-97.653030,-75.904343,-90.714256,-105.283989,-102.222267,-41.014839,-104.207298,18.426455,-101.414299,46.707447,-100.245331,-20.041059
0.066667,,,,,,,,,,,,
0.069444,-97.650017,-75.906464,-90.713974,-105.288246,-102.221550,-41.017769,-104.212868,18.422859,-101.421799,46.705379,-100.246475,-20.046158
0.072222,,,,,,,,,,,,
0.075000,,,,,,,,,,,,
0.077778,-97.647987,-75.910736,-90.713707,-105.292824,-102.216980,-41.022346,-104.218468,18.420128,-101.423660,46.687901,-100.252739,-20.046730
0.080556,-97.646271,-75.910881,-90.713875,-105.293045,-102.218536,-41.023422,-104.220245,18.419579,-101.426994,46.687206,-100.253822,-20.049515
0.083333,,,,,,,,,,,,
0.086111,-97.646904,-75.913193,-90.715309,-105.298912,-102.215530,-41.026329,-104.227814,18.415747,-101.427200,46.667992,-100.257828,-20.049706
0.088889,-97.649506,-75.912598,-90.713699,-105.299339,-102.218948,-41.027225,-104.230949,18.415508,-101.431229,46.667713,-100.259186,-20.051535
0.091667,,,,,,,,,,,,
0.094444,-97.646225,-75.916336,-90.717003,-105.304550,-102.218582,-41.029381,-104.237053,18.411074,-101.441124,46.664310,-100.263939,-20.050426
0.097222,-97.645782,-75.916862,-90.718613,-105.306473,-102.222252,-41.030396,-104.240433,18.408329,-101.445877,46.664192,-100.266556,-20.052143
0.100000,,,,,,,,,,,,
0.102778,-97.644135,-75.919960,-90.720894,-105.310478,-102.219963,-41.032993,-104.247375,18.406561,-101.456261,46.661263,-100.270691,-20.053581
0.105556,-97.645103,-75.920105,-90.719742,-105.308342,-102.070427,-41.256489,-104.249336,18.406694,-101.464371,46.660179,-100.273766,-20.057512
0.108333,,,,,,,,,,,,
0.111111,-97.644951,-75.923393,-90.724495,-105.313324,-102.072548,-41.258003,-104.255463,18.403461,-101.477875,46.656822,-100.274506,-20.061440
0.113889,-97.645081,-75.923988,-90.726509,-105.314270,-102.072998,-41.260441,-104.258408,18.403114,-101.482262,46.656471,-100.275841,-20.062141
0.116667,,,,,,,,,,,,
0.119444,-97.646698,-75.926231,-90.727066,-105.315567,-102.073196,-41.263885,-104.264740,18.400742,-101.495949,46.653866,-100.278244,-20.064205
0.122222,-97.646179,-75.927498,-90.729439,-105.318214,-102.069092,-41.267036,-104.267464,18.398472,-101.527252,46.683830,-100.279984,-20.063202
0.125000,,,,,,,,,,,,
0.127778,-97.646645,-75.930191,-90.730598,-105.317398,-102.071716,-41.266369,-104.273270,18.396591,-101.517883,46.650249,-100.294067,-20.072502
0.130556,-97.649048,-75.930405,-90.730553,-105.317116,-102.068329,-41.268349,-104.276833,18.395185,-101.542427,46.680866,-100.295509,-20.072165
0.133333,,,,,,,,,,,,
0.136111,-97.651466,-75.932312,-90.733566,-105.319061,-102.222084,-41.044090,-104.284012,18.393909,-101.551987,46.680691,-100.285027,-20.066507
0.138889,-97.650566,-75.932243,-90.735359,-105.319443,-102.220169,-41.044605,-104.287743,18.393764,-101.558006,46.679829,-100.298378,-20.072702
0.141667,,,,,,,,,,,,
0.144444,-97.651527,-75.935104,-90.737617,-105.321678,-102.223442,-41.044689,-104.308510,18.375263,-101.566299,46.681023,-100.300285,-20.074184
0.147222,-97.654198,-75.934647,-90.740601,-105.322395,-102.220490,-41.044807,-104.311790,18.375099,-101.571968,46.680958,-100.303009,-20.075001
0.150000,,,,,,,,,,,,
0.152778,-97.657417,-75.935028,-90.743042,-105.322029,-102.223434,-41.045498,-104.319977,18.373123,-101.582718,46.680920,-100.305107,-20.074341
0.155556,-97.657738,-75.935791,-90.745010,-105.324898,-102.223755,-41.045143,-104.324654,18.369934,-101.587975,46.680557,-100.306511,-20.075045
0.158333,,,,,,,,,,,,
0.161111,-97.658714,-75.937103,-90.748909,-105.321182,-102.228455,-41.044403,-104.335495,18.360939,-101.598915,46.682697,-100.308968,-20.073904
0.163889,-97.661766,-75.936417,-90.750504,-105.326820,-102.229691,-41.043640,-104.338715,18.362087,-101.605949,46.683090,-100.311050,-20.075142
0.166667,,,,,,,,,,,,
0.169444,-97.662544,-75.937698,-90.753555,-105.323982,-102.230431,-41.043400,-104.346375,18.358171,-101.618515,46.682850,-100.312912,-20.074812
0.172222,-97.664551,-75.938011,-90.756622,-105.322174,-102.232483,-41.043663,-104.351303,18.357681,-101.625023,46.683563,-100.314247,-20.074303
0.175000,,,,,,,,,,,,
0.177778,-97.667336,-75.938202,-90.757179,-105.322647,-102.085327,-41.267990,-104.359627,18.355646,-101.604568,46.677536,-100.316216,-20.073448
0.180556,-97.666763,-75.938416,-90.761604,-105.324135,-102.089714,-41.265316,-104.363808,18.356838,-101.607742,46.677166,-100.317131,-20.072849
0.183333,-97.668434,-75.939392,-90.762772,-105.324898,-102.091690,-41.266296,-104.367271,18.355476,-101.647400,46.682121,-100.318436,-20.073105
0.186111,-97.665665,-75.940109,-90.764824,-105.323807,-102.092613,-41.267288,-104.370514,18.356903,-101.621399,46.677074,-100.321213,-20.072243
0.188889,,,,,,,,,,,,
0.191667,-97.668434,-75.941154,-90.767319,-105.322990,-102.095322,-41.270699,-104.376778,18.355469,-101.631439,46.676704,-100.324593,-20.076609
0.194444,-97.667763,-75.941513,-90.768448,-105.321953,-102.093910,-41.274529,-104.380867,18.354439,-101.637497,46.676857,-100.326630,-20.076933
0.197222,,,,,,,,,,,,
0.200000,-97.668137,-75.942970,-90.772369,-105.323853,-102.095749,-41.272194,-104.384956,18.355936,-101.647163,46.673557,-100.329521,-20.074677
0.202778,,,,,,,,,,,,
0.205556,,,,,,,,,,,,
0.208333,-97.669510,-75.943016,-90.775230,-105.318710,-102.249359,-41.045166,-104.394440,18.355709,-101.663292,46.674026,-100.332031,-20.074255
0.211111,-97.668793,-75.942039,-90.777092,-105.320419,-102.250877,-41.044571,-104.397568,18.356890,-101.667282,46.673920,-100.334129,-20.074053
0.213889,,,,,,,,,,,,
0.216667,-97.667755,-75.942993,-90.778976,-105.317711,-102.255463,-41.043854,-104.403374,18.358963,-101.677872,46.672840,-100.344398,-20.062386
0.219444,-97.669151,-75.942871,-90.780258,-105.319305,-102.257683,-41.043579,-104.406914,18.361374,-101.681770,46.671680,-100.330673,-20.114416
0.222222,,,,,,,,,,,,
0.225000,-97.669891,-75.942421,-90.781631,-105.317268,-102.255692,-41.043461,-104.412201,18.358330,-101.690224,46.672005,-100.348770,-20.060472
0.227778,,,,,,,,,,,,
0.230556,,,,,,,,,,,,
0.233333,-97.672485,-75.941322,-90.786736,-105.319000,-102.261566,-41.041470,-104.419777,18.359241,-101.705620,46.671680,-100.353554,-20.057871
0.236111,-97.670731,-75.942276,-90.785408,-105.316353,-102.259132,-41.042530,-104.422913,18.360546,-101.709618,46.672680,-100.352524,-20.057631
0.238889,,,,,,,,,,,,
0.241667,-97.673691,-75.942085,-90.786125,-105.315277,-102.264801,-41.040455,-104.429123,18.359495,-101.715538,46.673298,-100.355240,-20.059393
0.244444,-97.673714,-75.941086,-90.789047,-105.316689,-102.263596,-41.041969,-104.429695,18.357620,-101.720169,46.671574,-100.357750,-20.057793
0.247222,,,,,,,,,,,,
0.250000,-97.673080,-75.942299,-90.787338,-105.312561,-102.120499,-41.264378,-104.437302,18.358145,-101.725533,46.672573,-100.359222,-20.062395
0.252778,-97.672928,-75.941658,-90.787849,-105.315033,-102.123352,-41.263474,-104.438492,18.357977,-101.728645,46.671684,-100.360809,-20.061573
0.255556,,,,,,,,,,,,
0.258333,-97.673477,-75.941399,-90.791359,-105.317375,-102.124908,-41.263592,-104.443779,18.357954,-101.735260,46.671326,-100.347260,-20.110973
