Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0.000000,-98.524811,-74.762009,-91.923615,-104.394958,-100.589264,-39.656448,-106.676277,19.191010,-103.837524,48.411934,-99.552223,-18.069914
0.002778,,,,,,,,,,,,
0.005556,-98.523537,-74.764130,-91.925362,-104.396820,-100.592354,-39.658726,-106.574928,19.143585,-103.840874,48.410042,-99.552284,-18.070566
0.008333,,,,,,,,,,,,
0.011111,,,,,,,,,,,,
0.013889,-98.434570,-74.789978,-91.917183,-104.404533,-100.593163,-39.662434,-106.678093,19.187592,-103.846336,48.407562,-99.556488,-18.074682
0.016667,-98.435120,-74.789742,-91.917587,-104.405464,-100.594856,-39.663124,-106.680588,19.185328,-103.846718,48.406513,-99.558174,-18.076857
0.019444,,,,,,,,,,,,
0.022222,-98.437416,-74.791145,-91.919235,-104.408409,-100.597122,-39.665283,-106.681587,19.185209,-103.850868,48.406036,-99.561157,-18.080555
0.025000,,,,,,,,,,,,
0.027778,,,,,,,,,,,,
0.030556,-98.437035,-74.795242,-91.922668,-104.410080,-100.602234,-39.668240,-106.683716,19.182795,-103.855431,48.403446,-99.563614,-18.084553
0.033333,-98.439957,-74.794937,-91.923676,-104.410614,-100.606361,-39.669083,-106.686142,19.183390,-103.856621,48.402176,-99.565651,-18.086336
0.036111,,,,,,,,,,,,
0.038889,-98.437202,-74.798561,-91.926239,-104.412270,-100.611511,-39.669979,-106.686638,19.183050,-103.857933,48.400574,-99.566422,-18.088850
0.041667,-98.440697,-74.797676,-91.928291,-104.412697,-100.609764,-39.671825,-106.687836,19.181978,-103.859200,48.399792,-99.568687,-18.089598
0.044444,,,,,,,,,,,,
0.047222,-98.440079,-74.799088,-91.927185,-104.409500,-100.614655,-39.673973,-106.689537,19.182686,-103.829239,48.372311,-99.571701,-18.090933
0.050000,-98.440086,-74.800468,-91.928200,-104.409531,-100.617493,-39.675488,-106.586456,19.135525,-103.829849,48.372944,-99.573631,-18.093296
0.052778,,,,,,,,,,,,
0.055556,-98.440681,-74.801659,-91.930939,-104.411247,-100.622581,-39.677299,-106.690910,19.181034,-103.830170,48.374195,-99.574684,-18.092949
0.058333,-98.441269,-74.802544,-91.931877,-104.411903,-100.623085,-39.678406,-106.692741,19.180984,-103.828621,48.371559,-99.575058,-18.095533
0.061111,,,,,,,,,,,,
0.063889,-98.442734,-74.803802,-91.935051,-104.412064,-100.628731,-39.680706,-106.692139,19.180189,-103.826836,48.371605,-99.581177,-18.095367
0.066667,-98.444557,-74.803040,-91.935196,-104.413750,-100.632431,-39.681198,-106.590485,19.134163,-103.825928,48.371922,-99.580208,-18.096415
0.069444,,,,,,,,,,,,
0.072222,-98.446190,-74.803566,-91.938431,-104.414436,-100.637413,-39.683533,-106.590973,19.133776,-103.823944,48.372074,-99.586243,-18.098944
0.075000,-98.445595,-74.805069,-91.939812,-104.415337,-100.638412,-39.684250,-106.692780,19.178732,-103.823708,48.371239,-99.588707,-18.098982
0.077778,,,,,,,,,,,,
0.080556,-98.451492,-74.803230,-91.942284,-104.416313,-100.640717,-39.686848,-106.693878,19.178196,-103.897820,48.411011,-99.593880,-18.102997
0.083333,-98.448288,-74.805237,-91.956535,-104.413078,-100.642738,-39.687084,-106.694138,19.178047,-103.896484,48.411255,-99.595238,-18.103371
0.086111,,,,,,,,,,,,
0.088889,-98.451736,-74.804352,-91.959740,-104.413414,-100.646194,-39.689636,-106.590401,19.130989,-103.813728,48.374065,-99.600777,-18.104557
0.091667,-98.456535,-74.803566,-91.960754,-104.414261,-100.669884,-39.688919,-106.592049,19.131104,-103.840698,48.404045,-99.604141,-18.109816
0.094444,,,,,,,,,,,,
0.097222,-98.458138,-74.804138,-91.963905,-104.414688,-100.674286,-39.690735,-106.590530,19.131824,-103.837204,48.405239,-99.605499,-18.108978
0.100000,-98.459961,-74.803833,-91.968445,-104.416229,-100.676003,-39.690338,-106.590927,19.131071,-103.834831,48.405586,-99.609085,-18.112812
0.102778,,,,,,,,,,,,
