Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0.000000,,,,,,,,,,,,
0.002778,,,,,,,,,,,,
0.005556,-100.190262,-76.883659,-94.493134,-106.539299,-101.297272,-41.577450,-106.529488,17.161148,-103.695023,47.009052,-100.718269,-20.266977
0.008333,-100.189552,-76.883438,-94.490799,-106.539330,-101.300140,-41.576202,-106.527985,17.160757,-103.719643,47.022644,-100.717072,-20.268402
0.011111,,,,,,,,,,,,
0.013889,-100.186195,-76.884972,-94.482544,-106.536545,-101.295212,-41.574219,-106.524345,17.160414,-103.695938,47.011929,-100.714600,-20.265913
0.016667,-100.184761,-76.885048,-94.478767,-106.536339,-101.296707,-41.573521,-106.524765,17.160654,-103.718315,47.022270,-100.714020,-20.265875
0.019444,,,,,,,,,,,,
0.022222,-100.180389,-76.883125,-94.472031,-106.538200,-101.293625,-41.572605,-106.520256,17.157385,-103.719246,47.020401,-100.710762,-20.264805
0.025000,-100.258514,-76.833557,-94.469696,-106.538078,-101.291931,-41.572777,-106.520714,17.158039,-103.719604,47.021080,-100.709091,-20.263954
0.027778,,,,,,,,,,,,
0.030556,-100.258400,-76.830460,-94.463257,-106.537582,-101.375664,-41.465042,-106.520317,17.158089,-103.719238,47.020782,-100.707397,-20.264029
0.033333,-100.252510,-76.831749,-94.461288,-106.543686,-101.373840,-41.463768,-106.519806,17.156771,-103.720894,47.020512,-100.704865,-20.263948
0.036111,,,,,,,,,,,,
0.038889,-100.250175,-76.830765,-94.453522,-106.543098,-101.375557,-41.462292,-106.520676,17.156235,-103.720619,47.021179,-100.703682,-20.262323
0.041667,-100.247238,-76.829361,-94.449638,-106.542160,-101.372459,-41.461037,-106.519363,17.156366,-103.721252,47.022064,-100.701233,-20.261683
0.044444,,,,,,,,,,,,
0.047222,-100.245979,-76.826767,-94.442566,-106.542778,-101.371277,-41.460205,-106.519936,17.155308,-103.724144,47.022991,-100.699409,-20.259266
0.050000,-100.241661,-76.826141,-94.439392,-106.542503,-101.369598,-41.460300,-106.520012,17.156897,-103.725433,47.024395,-100.698158,-20.257191
0.052778,,,,,,,,,,,,
0.055556,-100.151649,-76.886932,-94.432922,-106.542694,-101.368240,-41.457844,-106.519402,17.155807,-103.727745,47.025497,-100.696709,-20.258005
0.058333,,,,,,,,,,,,
0.061111,,,,,,,,,,,,
0.063889,-100.139450,-76.886070,-94.421371,-106.537941,-101.363396,-41.456841,-106.516090,17.157606,-103.709900,47.020332,-100.692200,-20.254990
0.066667,-100.136993,-76.887718,-94.415192,-106.535812,-101.367447,-41.447212,-106.517410,17.156475,-103.710602,47.020000,-100.691093,-20.253075
0.069444,,,,,,,,,,,,
0.072222,-100.132645,-76.888969,-94.408943,-106.535599,-101.366684,-41.445587,-106.516357,17.158091,-103.712173,47.019417,-100.689819,-20.251379
0.075000,-100.129997,-76.890892,-94.404922,-106.535866,-101.363541,-41.445995,-106.515137,17.157650,-103.714310,47.022926,-100.689445,-20.249460
0.077778,,,,,,,,,,,,
0.080556,-100.125031,-76.892563,-94.398079,-106.532578,-101.363243,-41.445385,-106.515518,17.156380,-103.714493,47.022820,-100.689148,-20.244389
0.083333,,,,,,,,,,,,
0.086111,,,,,,,,,,,,
0.088889,-100.119041,-76.893845,-94.387779,-106.532494,-101.360085,-41.445698,-106.514336,17.155010,-103.716232,47.023712,-100.689400,-20.246145
0.091667,-100.116417,-76.893867,-94.385590,-106.532288,-101.358604,-41.444824,-106.513283,17.155296,-103.714622,47.025078,-100.688782,-20.249020
0.094444,,,,,,,,,,,,
0.097222,-100.112328,-76.894058,-94.381187,-106.534889,-101.356293,-41.443729,-106.511093,17.155209,-103.714897,47.022064,-100.688316,-20.242517
0.100000,,,,,,,,,,,,
0.102778,,,,,,,,,,,,
0.105556,-100.107788,-76.894310,-94.314781,-106.455872,-101.351151,-41.444061,-106.512154,17.153791,-103.715813,47.025776,-100.686729,-20.242352
0.108333,-100.226257,-76.766464,-94.312080,-106.457970,-101.348785,-41.443573,-106.510338,17.154419,-103.714302,47.023678,-100.687065,-20.240883
0.111111,,,,,,,,,,,,
0.113889,-100.222107,-76.765778,-94.309677,-106.460739,-101.346359,-41.443741,-106.511452,17.154753,-103.715065,47.023766,-100.685822,-20.239620
0.116667,,,,,,,,,,,,
0.119444,,,,,,,,,,,,
0.122222,-100.215378,-76.764175,-94.303665,-106.463150,-101.342079,-41.443253,-106.509483,17.154114,-103.716995,47.022030,-100.683105,-20.239590
0.125000,-100.213310,-76.763199,-94.300430,-106.462265,-101.345016,-41.442513,-106.511665,17.155188,-103.719223,47.024651,-100.682259,-20.240282
0.127778,,,,,,,,,,,,
0.130556,-100.209274,-76.762390,-94.297318,-106.467163,-101.340508,-41.442657,-106.511620,17.155470,-103.720161,47.026901,-100.680672,-20.239241
0.133333,-100.203384,-76.762199,-94.294968,-106.463448,-101.337135,-41.443096,-106.512131,17.154383,-103.720604,47.023045,-100.681396,-20.240864
0.136111,,,,,,,,,,,,
0.138889,-100.199905,-76.761536,-94.291267,-106.466782,-101.336288,-41.442776,-106.515160,17.157341,-103.725029,47.026970,-100.681366,-20.239244
0.141667,,,,,,,,,,,,
0.144444,,,,,,,,,,,,
0.147222,-100.194839,-76.760933,-94.285133,-106.468773,-101.332115,-41.443336,-106.516632,17.158131,-103.726540,47.026245,-100.681007,-20.240074
0.150000,-100.191185,-76.761246,-94.283363,-106.471344,-101.333168,-41.442467,-106.517807,17.157814,-103.726234,47.025639,-100.679359,-20.239548
0.152778,-100.189766,-76.760841,-94.280998,-106.467606,-101.330421,-41.443253,-106.517097,17.158436,-103.727936,47.027180,-100.679672,-20.240236
0.155556,,,,,,,,,,,,
0.158333,,,,,,,,,,,,
0.161111,-100.184372,-76.759361,-94.275002,-106.471230,-101.324669,-41.442955,-106.517258,17.158134,-103.728989,47.024750,-100.677811,-20.238209
0.163889,-100.180473,-76.760437,-94.274368,-106.470612,-101.324669,-41.443718,-106.515930,17.157061,-103.730026,47.025036,-100.678459,-20.241484
0.166667,,,,,,,,,,,,
0.169444,-100.177811,-76.759933,-94.269714,-106.472992,-101.322876,-41.442524,-106.518768,17.156960,-103.730713,47.024670,-100.675774,-20.240629
0.172222,-100.177048,-76.759048,-94.269150,-106.474617,-101.323151,-41.443275,-106.519043,17.157198,-103.732597,47.023239,-100.676170,-20.239002
0.175000,,,,,,,,,,,,
0.177778,-100.173317,-76.759956,-94.262787,-106.473900,-101.319107,-41.442657,-106.518845,17.156443,-103.732765,47.025581,-100.676659,-20.241510
0.180556,,,,,,,,,,,,
0.183333,,,,,,,,,,,,
0.186111,-100.169052,-76.757835,-94.259071,-106.475113,-101.311920,-41.442608,-106.516716,17.157473,-103.732918,47.020149,-100.676811,-20.242908
0.188889,-100.165810,-76.758911,-94.258591,-106.472351,-101.313545,-41.441059,-106.518768,17.156454,-103.731773,47.020802,-100.675217,-20.245356
0.191667,,,,,,,,,,,,
0.194444,-100.161789,-76.759811,-94.255623,-106.475922,-101.311424,-41.442181,-106.518028,17.158239,-103.733253,47.019119,-100.676491,-20.242859
0.197222,-100.161186,-76.759079,-94.252853,-106.475426,-101.309250,-41.441788,-106.517151,17.158009,-103.733994,47.020279,-100.675583,-20.242800
0.200000,,,,,,,,,,,,
0.202778,-100.158051,-76.759674,-94.247742,-106.472900,-101.307205,-41.441429,-106.520012,17.159306,-103.732010,47.022186,-100.676033,-20.243778
0.205556,,,,,,,,,,,,
0.208333,,,,,,,,,,,,
0.211111,-100.155602,-76.760170,-94.244102,-106.474258,-101.304924,-41.442024,-106.518555,17.160561,-103.731789,47.025814,-100.675110,-20.238684
0.213889,-100.154556,-76.761200,-94.229530,-106.486420,-101.304581,-41.442837,-106.519577,17.161303,-103.730217,47.025116,-100.674950,-20.241108
0.216667,,,,,,,,,,,,
0.219444,-100.149475,-76.761696,-94.225731,-106.486557,-101.301598,-41.443680,-106.519905,17.161362,-103.728973,47.025955,-100.676170,-20.237806
0.222222,,,,,,,,,,,,
0.225000,,,,,,,,,,,,
0.227778,-100.146103,-76.762817,-94.221252,-106.489548,-101.301384,-41.444756,-106.521568,17.162981,-103.723038,47.027130,-100.674561,-20.238731
0.230556,-100.145844,-76.762131,-94.220161,-106.490120,-101.297737,-41.444897,-106.522682,17.160427,-103.722588,47.026604,-100.674248,-20.241714
0.233333,,,,,,,,,,,,
0.236111,-100.141998,-76.763557,-94.215134,-106.489876,-101.299820,-41.445671,-106.524887,17.162327,-103.719200,47.026855,-100.674614,-20.241381
0.238889,-100.144073,-76.762894,-94.213753,-106.490982,-101.298264,-41.445778,-106.524086,17.160872,-103.745857,47.051315,-100.673828,-20.242945
0.241667,,,,,,,,,,,,
0.244444,-100.141380,-76.763847,-94.208839,-106.492378,-101.298233,-41.446697,-106.523224,17.158333,-103.743195,47.050713,-100.674072,-20.246780
0.247222,-100.138458,-76.765152,-94.206825,-106.491104,-101.298233,-41.446831,-106.526611,17.158947,-103.714874,47.023849,-100.674858,-20.246338
0.250000,,,,,,,,,,,,
0.252778,-100.135544,-76.766464,-94.202980,-106.491730,-101.298309,-41.447269,-106.523468,17.157183,-103.710175,47.023357,-100.671349,-20.245518
0.255556,,,,,,,,,,,,
0.258333,,,,,,,,,,,,
0.261111,-100.133575,-76.767586,-94.197021,-106.493713,-101.294601,-41.448307,-106.522736,17.156309,-103.728340,47.028679,-100.672401,-20.245596
0.263889,-100.134399,-76.768066,-94.193817,-106.494186,-101.293823,-41.449642,-106.522026,17.155937,-103.703293,47.022785,-100.672676,-20.247652
0.266667,,,,,,,,,,,,
0.269444,-100.132515,-76.768730,-94.190063,-106.495712,-101.293587,-41.450809,-106.520752,17.156448,-103.721748,47.026096,-100.669052,-20.249283
0.272222,-100.130867,-76.770996,-94.189339,-106.498924,-101.292374,-41.451420,-106.518959,17.156258,-103.719055,47.027534,-100.670349,-20.249386
0.275000,,,,,,,,,,,,
