Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0.000000,-98.962273,-76.895584,-92.989197,-106.317612,-102.079964,-41.593956,-105.500900,17.674551,-102.528954,46.613373,-100.658127,-20.378160
0.002778,,,,,,,,,,,,
0.005556,-98.962990,-76.897743,-92.990997,-106.319366,-101.943039,-41.803623,-105.502258,17.673306,-102.530434,46.611774,-100.660049,-20.381172
0.008333,,,,,,,,,,,,
0.011111,,,,,,,,,,,,
0.013889,-98.963081,-76.898537,-92.990501,-106.321945,-102.082275,-41.602539,-105.502785,17.669752,-102.530243,46.609528,-100.661766,-20.381020
0.016667,,,,,,,,,,,,
0.019444,,,,,,,,,,,,
0.022222,-98.962082,-76.903671,-92.991081,-106.325867,-101.948502,-41.810143,-105.504700,17.667807,-102.532806,46.610172,-100.664841,-20.382029
0.025000,,,,,,,,,,,,
0.027778,,,,,,,,,,,,
0.030556,-98.963303,-76.906113,-92.993095,-106.328674,-101.950981,-41.813244,-105.504974,17.666515,-102.533211,46.608006,-100.665756,-20.385796
0.033333,-98.962616,-76.905891,-92.990471,-106.329880,-101.949501,-41.816849,-105.505417,17.665285,-102.534676,46.608257,-100.666718,-20.385269
0.036111,,,,,,,,,,,,
0.038889,-98.963943,-76.907745,-92.991913,-106.330360,-102.087662,-41.614056,-105.506325,17.665110,-102.535210,46.606220,-100.665749,-20.387398
0.041667,-98.964539,-76.907387,-92.990547,-106.331787,-102.088310,-41.614197,-105.504295,17.664894,-102.537300,46.606983,-100.667152,-20.387362
0.044444,,,,,,,,,,,,
0.047222,-98.964569,-76.910309,-92.990265,-106.333801,-102.087822,-41.617107,-105.505798,17.664143,-102.537643,46.604774,-100.669220,-20.391500
0.050000,-98.964104,-76.911720,-92.990044,-106.333908,-102.089836,-41.617237,-105.505630,17.663685,-102.539551,46.602612,-100.669060,-20.391481
0.052778,,,,,,,,,,,,
0.055556,-98.965302,-76.913208,-92.991585,-106.335762,-102.091362,-41.619755,-105.506226,17.660372,-102.538109,46.599930,-100.670639,-20.392872
0.058333,-98.965141,-76.911880,-92.988945,-106.336449,-102.092430,-41.620659,-105.656075,17.769365,-102.538956,46.600063,-100.671974,-20.394209
0.061111,,,,,,,,,,,,
0.063889,-98.966118,-76.914917,-92.989601,-106.336769,-102.093506,-41.622437,-105.506935,17.659164,-102.539024,46.598930,-100.672600,-20.395330
0.066667,-98.966629,-76.913300,-92.990997,-106.337044,-102.095200,-41.623806,-105.506180,17.656261,-102.539635,46.597931,-100.674477,-20.398560
0.069444,,,,,,,,,,,,
0.072222,-98.966957,-76.915779,-92.988083,-106.338814,-102.097610,-41.625858,-105.507149,17.653948,-102.539528,46.596916,-100.675903,-20.400528
0.075000,-98.967308,-76.916039,-92.987282,-106.338676,-102.100845,-41.625725,-105.526825,17.627478,-102.540337,46.596771,-100.676521,-20.403399
0.077778,,,,,,,,,,,,
0.080556,-99.148201,-76.784874,-92.985237,-106.340530,-102.103806,-41.627598,-105.527283,17.624763,-102.538574,46.594185,-100.677917,-20.407234
0.083333,-98.967041,-76.920006,-92.985184,-106.341347,-102.105164,-41.628490,-105.529083,17.624649,-102.535751,46.590599,-100.678375,-20.410088
0.086111,,,,,,,,,,,,
0.088889,-98.966370,-76.919945,-92.982895,-106.341866,-102.106384,-41.630913,-105.528519,17.622799,-102.535736,46.592556,-100.680710,-20.415323
0.091667,-98.967926,-76.921288,-92.982292,-106.342575,-102.105881,-41.632523,-105.529144,17.622952,-102.532219,46.589787,-100.680176,-20.417992
0.094444,,,,,,,,,,,,
0.097222,-98.966690,-76.920433,-92.979782,-106.343369,-102.110352,-41.633915,-105.527878,17.618916,-102.529442,46.590450,-100.683151,-20.419079
0.100000,-98.967484,-76.921677,-92.980698,-106.343864,-102.110817,-41.635166,-105.530525,17.616913,-102.527618,46.585815,-100.686516,-20.419792
0.102778,,,,,,,,,,,,
0.105556,-99.150085,-76.791763,-92.979790,-106.345840,-102.114197,-41.635883,-105.527939,17.615751,-102.525398,46.587872,-100.686790,-20.426041
0.108333,-99.149117,-76.792572,-92.977257,-106.345955,-102.111908,-41.637577,-105.529610,17.613674,-102.522675,46.586025,-100.688591,-20.427176
0.111111,,,,,,,,,,,,
0.113889,-98.971199,-76.922836,-92.975487,-106.347679,-102.117455,-41.638924,-105.531250,17.612497,-102.520287,46.589291,-100.690475,-20.429083
0.116667,-99.151299,-76.794861,-92.974152,-106.348457,-102.114937,-41.640697,-105.677704,17.768236,-102.546707,46.599041,-100.693581,-20.431612
0.119444,,,,,,,,,,,,
0.122222,-99.149742,-76.797249,-92.971626,-106.350708,-102.117310,-41.642941,-105.679474,17.768042,-102.542473,46.596569,-100.695107,-20.428743
0.125000,,,,,,,,,,,,
0.127778,,,,,,,,,,,,
0.130556,-99.150429,-76.799843,-92.967293,-106.354034,-102.120445,-41.645741,-105.679062,17.765652,-102.537598,46.594097,-100.699387,-20.431135
0.133333,,,,,,,,,,,,
0.136111,,,,,,,,,,,,
0.138889,-98.971214,-76.930008,-92.964485,-106.358292,-102.123497,-41.648556,-105.526184,17.602474,-102.506294,46.577892,-100.703491,-20.427912
0.141667,,,,,,,,,,,,
0.144444,,,,,,,,,,,,
0.147222,-98.967972,-76.934349,-92.962387,-106.361977,-102.127884,-41.650749,-105.676697,17.760382,-102.498734,46.573402,-100.705528,-20.430346
0.150000,,,,,,,,,,,,
0.152778,-98.965195,-76.934464,-92.959198,-106.362953,-102.134468,-41.651871,-105.525574,17.584351,-102.496490,46.570534,-100.726570,-20.421846
0.155556,-98.964424,-76.936592,-92.959610,-106.363342,-102.136398,-41.652344,-105.525101,17.584930,-102.495682,46.567383,-100.710968,-20.433022
0.158333,,,,,,,,,,,,
0.161111,-98.963394,-76.937332,-92.957077,-106.364143,-102.139023,-41.653252,-105.523193,17.581747,-102.524254,46.578808,-100.713013,-20.434471
0.163889,-98.959801,-76.938286,-92.955795,-106.363663,-102.140411,-41.654060,-105.523613,17.578650,-102.559807,46.586819,-100.714897,-20.436115
0.166667,,,,,,,,,,,,
0.169444,-98.958748,-76.937592,-92.952332,-106.364845,-102.142822,-41.655876,-105.522331,17.581059,-102.513565,46.582466,-100.715485,-20.440943
0.172222,-98.958031,-76.940010,-92.953766,-106.364372,-102.143120,-41.656174,-105.520607,17.582167,-102.518097,46.573177,-100.716438,-20.440731
0.175000,,,,,,,,,,,,
0.177778,-98.959076,-76.941032,-92.950478,-106.364204,-102.143623,-41.658283,-105.520378,17.577497,-102.508591,46.578999,-100.719162,-20.443323
0.180556,-98.956398,-76.942154,-92.949554,-106.364532,-102.146652,-41.658379,-105.518761,17.577648,-102.508034,46.577477,-100.737038,-20.433378
0.183333,,,,,,,,,,,,
0.186111,-98.956390,-76.942650,-92.946404,-106.364784,-102.147568,-41.659927,-105.518402,17.577194,-102.502846,46.575100,-100.719711,-20.446617
0.188889,-98.955444,-76.941994,-92.944702,-106.364929,-102.149139,-41.660561,-105.519035,17.575037,-102.501801,46.574791,-100.719788,-20.446405
0.191667,,,,,,,,,,,,
0.194444,-98.955002,-76.941811,-92.942253,-106.364632,-102.148041,-41.660927,-105.515457,17.571739,-102.495918,46.571457,-100.739372,-20.434237
0.197222,-98.955574,-76.942284,-92.942635,-106.364426,-102.147362,-41.662193,-105.515884,17.575237,-102.494835,46.571426,-100.739197,-20.436665
0.200000,,,,,,,,,,,,
0.202778,-98.955063,-76.942993,-92.938141,-106.364670,-102.148560,-41.662182,-105.513824,17.573441,-102.526917,46.576965,-100.741089,-20.436010
0.205556,,,,,,,,,,,,
0.208333,,,,,,,,,,,,
0.211111,-98.955330,-76.944588,-92.934052,-106.365730,-102.148911,-41.663887,-105.513588,17.570930,-102.513611,46.562595,-100.742104,-20.431721
0.213889,-98.956367,-76.944672,-92.933144,-106.365494,-102.151062,-41.663540,-105.512260,17.569551,-102.510704,46.563709,-100.741730,-20.436146
0.216667,,,,,,,,,,,,
0.219444,-98.953850,-76.945145,-92.929527,-106.366776,-102.149727,-41.664185,-105.491508,17.597017,-102.511467,46.561722,-100.723160,-20.448019
0.222222,,,,,,,,,,,,
0.225000,,,,,,,,,,,,
0.227778,-98.953232,-76.947197,-92.927338,-106.367508,-102.153328,-41.664551,-105.492340,17.594666,-102.509460,46.562714,-100.741791,-20.438004
0.230556,-98.952827,-76.948532,-92.925522,-106.367699,-102.155540,-41.663326,-105.511520,17.569975,-102.506256,46.549740,-100.743011,-20.437853
0.233333,,,,,,,,,,,,
0.236111,-98.950920,-76.947250,-92.915192,-106.375954,-102.158569,-41.664375,-105.512253,17.573357,-102.507660,46.550198,-100.743195,-20.438776
0.238889,-98.951599,-76.950241,-92.912262,-106.376694,-102.156067,-41.663242,-105.491104,17.596439,-102.507042,46.549965,-100.743744,-20.437708
0.241667,,,,,,,,,,,,
0.244444,-98.949333,-76.947227,-92.909119,-106.375862,-102.160049,-41.663517,-105.511650,17.571827,-102.507004,46.549416,-100.743088,-20.439421
0.247222,,,,,,,,,,,,
0.250000,,,,,,,,,,,,
0.252778,-98.948441,-76.948074,-92.978836,-106.324768,-102.161240,-41.663277,-105.489410,17.594028,-102.507851,46.547943,-100.742256,-20.437046
0.255556,-98.947289,-76.951935,-92.980217,-106.322624,-102.162384,-41.662361,-105.490601,17.595270,-102.506485,46.548492,-100.741234,-20.438318
0.258333,,,,,,,,,,,,
0.261111,-98.946175,-76.953957,-92.974640,-106.322098,-102.159798,-41.663074,-105.512787,17.568863,-102.504097,46.547718,-100.721909,-20.447094
0.263889,-98.943863,-76.948502,-92.898232,-106.373390,-102.162483,-41.662525,-105.513336,17.571959,-102.504417,46.547615,-100.722351,-20.449915
0.266667,,,,,,,,,,,,
0.269444,-98.943672,-76.951340,-92.894562,-106.371284,-102.162430,-41.661858,-105.492935,17.596350,-102.502502,46.548550,-100.740662,-20.434675
0.272222,-98.942482,-76.950912,-92.892990,-106.371346,-102.163277,-41.661598,-105.493607,17.594601,-102.500328,46.548954,-100.739761,-20.434153
0.275000,,,,,,,,,,,,
0.277778,-98.941460,-76.951889,-92.889000,-106.370605,-102.164307,-41.660870,-105.517136,17.569313,-102.500237,46.549664,-100.741936,-20.433027
0.280556,-98.939003,-76.951752,-92.886932,-106.370079,-102.163788,-41.659451,-105.514786,17.568960,-102.498505,46.550678,-100.721268,-20.444901
0.283333,,,,,,,,,,,,
0.286111,-98.939255,-76.952232,-92.882355,-106.368446,-102.164421,-41.658592,-105.495964,17.594898,-102.497040,46.552372,-100.739250,-20.432903
0.288889,-98.939285,-76.951195,-92.882675,-106.367493,-102.167511,-41.657387,-105.550674,17.670076,-102.497742,46.552448,-100.738358,-20.434710
0.291667,,,,,,,,,,,,
0.294444,-98.939850,-76.953453,-92.879936,-106.367325,-102.167892,-41.655766,-105.553612,17.672991,-102.495102,46.553986,-100.738464,-20.434246
0.297222,-98.937889,-76.950455,-92.877441,-106.366280,-102.169479,-41.654922,-105.553925,17.673199,-102.498291,46.554459,-100.738350,-20.431040
0.300000,,,,,,,,,,,,
0.302778,-98.937279,-76.948090,-92.875931,-106.364616,-102.171661,-41.653061,-105.555496,17.674168,-102.498581,46.555489,-100.738670,-20.433178
0.305556,-98.936111,-76.950211,-92.873001,-106.367615,-102.173462,-41.653336,-105.556885,17.675022,-102.502151,46.555584,-100.740120,-20.431185
0.308333,,,,,,,,,,,,
0.311111,-98.936516,-76.949944,-92.871567,-106.367783,-102.175049,-41.651680,-105.558762,17.674585,-102.504257,46.556351,-100.740204,-20.427631
0.313889,-98.936310,-76.948906,-92.880508,-106.463371,-102.175926,-41.650154,-105.558189,17.676247,-102.504684,46.557556,-100.740219,-20.425577
0.316667,-98.938118,-76.952812,-92.880013,-106.464790,-102.177429,-41.649746,-105.560707,17.675220,-102.506271,46.557106,-100.739738,-20.425756
0.319444,-98.935287,-76.951096,-92.874580,-106.461632,-102.179886,-41.648209,-105.560875,17.676849,-102.509651,46.557339,-100.741913,-20.425879
0.322222,,,,,,,,,,,,
0.325000,-98.935577,-76.948021,-92.874252,-106.461464,-102.178238,-41.647984,-105.562210,17.676500,-102.510544,46.558830,-100.742462,-20.423313
0.327778,-98.936600,-76.950302,-92.873566,-106.462357,-102.178429,-41.647827,-105.561409,17.676926,-102.511932,46.557968,-100.742020,-20.424305
0.330556,,,,,,,,,,,,
0.333333,-98.934959,-76.948044,-92.870117,-106.461441,-102.180374,-41.646149,-105.562119,17.676710,-102.532341,46.584511,-100.743675,-20.422146
0.336111,-98.934448,-76.948860,-92.869774,-106.462074,-102.181419,-41.645123,-105.565323,17.676722,-102.531609,46.585281,-100.744354,-20.421461
0.338889,,,,,,,,,,,,
0.341667,-98.935364,-76.948029,-92.867531,-106.459213,-102.180550,-41.645741,-105.530998,17.583015,-102.515961,46.559723,-100.745430,-20.420382
0.344444,-98.935829,-76.951981,-92.866028,-106.461502,-102.177094,-41.644989,-105.532181,17.581341,-102.516853,46.559769,-100.746513,-20.420242
0.347222,,,,,,,,,,,,
0.350000,-98.934143,-76.948364,-92.865715,-106.460190,-102.176582,-41.642868,-105.530357,17.584396,-102.516113,46.560333,-100.746742,-20.415773
0.352778,-98.933182,-76.947060,-92.865784,-106.461670,-102.175713,-41.643272,-105.531288,17.582962,-102.517006,46.561062,-100.747025,-20.415731
0.355556,,,,,,,,,,,,
0.358333,-98.931763,-76.944344,-92.862907,-106.458900,-102.176239,-41.641724,-105.530998,17.587351,-102.518257,46.561642,-100.749168,-20.414265
0.361111,-98.930099,-76.944916,-92.861763,-106.457260,-102.176544,-41.640045,-105.564919,17.704092,-102.536880,46.587875,-100.751495,-20.410225
0.363889,,,,,,,,,,,,
0.366667,-98.928780,-76.944000,-92.860146,-106.457428,-102.175095,-41.638470,-105.565384,17.704132,-102.538025,46.588161,-100.751091,-20.411234
0.369444,-98.928101,-76.945244,-92.859856,-106.456245,-102.177261,-41.637802,-105.566368,17.706123,-102.541138,46.589069,-100.753250,-20.411726
0.372222,,,,,,,,,,,,
0.375000,-98.927109,-76.943260,-92.856659,-106.452225,-102.174545,-41.637051,-105.567863,17.707037,-102.546349,46.589611,-100.753227,-20.411209
0.377778,,,,,,,,,,,,
0.380556,,,,,,,,,,,,
