Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0.000000,,,,,,,,,,,,
0.002778,,,,,,,,,,,,
0.005556,-99.445190,-79.524162,-91.717468,-108.432098,-102.418541,-43.406750,-107.373901,15.472838,-105.660645,44.855717,-102.271118,-22.604115
0.008333,,,,,,,,,,,,
0.011111,,,,,,,,,,,,
0.013889,-99.447479,-79.524040,-91.717239,-108.431244,-102.418877,-43.405785,-107.373581,15.472595,-105.627487,44.825722,-102.268829,-22.603821
0.016667,,,,,,,,,,,,
0.019444,,,,,,,,,,,,
0.022222,-99.450180,-79.522179,-91.719093,-108.432892,-102.415001,-43.415905,-107.371483,15.473874,-105.623688,44.823177,-102.265839,-22.604721
0.025000,,,,,,,,,,,,
0.027778,,,,,,,,,,,,
0.030556,-99.453125,-79.520210,-91.719093,-108.434723,-102.414848,-43.403889,-107.372925,15.474775,-105.620483,44.821819,-102.263771,-22.603064
0.033333,-99.454269,-79.522369,-91.718025,-108.435844,-102.415108,-43.403877,-107.373367,15.475479,-105.618195,44.820724,-102.262283,-22.606936
0.036111,,,,,,,,,,,,
0.038889,-99.457031,-79.521126,-91.719177,-108.437553,-102.412308,-43.415226,-107.372581,15.477292,-105.616165,44.822071,-102.260880,-22.601978
0.041667,-99.455994,-79.520241,-91.720032,-108.437241,-102.412521,-43.414463,-107.372261,15.476413,-105.616905,44.824398,-102.262726,-22.604755
0.044444,,,,,,,,,,,,
0.047222,-99.455841,-79.521217,-91.717972,-108.437988,-102.412865,-43.414879,-107.373825,15.477212,-105.614639,44.823952,-102.259720,-22.604773
0.050000,,,,,,,,,,,,
0.052778,,,,,,,,,,,,
0.055556,-99.455627,-79.522369,-91.716743,-108.436882,-102.411041,-43.413235,-107.372490,15.477859,-105.616173,44.826595,-102.259735,-22.604959
0.058333,,,,,,,,,,,,
0.061111,,,,,,,,,,,,
0.063889,-99.651718,-79.316498,-91.715828,-108.433830,-102.411102,-43.399681,-107.368111,15.479481,-105.615746,44.829575,-102.258858,-22.599388
0.066667,,,,,,,,,,,,
0.069444,-99.652290,-79.312447,-91.715576,-108.429596,-102.409866,-43.399490,-107.367088,15.482557,-105.618011,44.828678,-102.256691,-22.597237
0.072222,-99.656555,-79.309937,-91.714737,-108.427475,-102.408966,-43.398880,-107.367065,15.480306,-105.618263,44.830799,-102.256355,-22.595400
0.075000,,,,,,,,,,,,
0.077778,-99.651024,-79.308746,-91.715530,-108.419182,-102.406624,-43.398296,-107.366180,15.482841,-105.646942,44.860291,-102.255783,-22.590565
0.080556,-99.655937,-79.306839,-91.713402,-108.416985,-102.406242,-43.397713,-107.364426,15.482831,-105.618515,44.832497,-102.253601,-22.590425
0.083333,,,,,,,,,,,,
0.086111,-99.651787,-79.304741,-91.713058,-108.413338,-102.403893,-43.397583,-107.364952,15.483657,-105.647873,44.860092,-102.251961,-22.590500
0.088889,-99.651840,-79.303169,-91.712715,-108.411613,-102.402176,-43.396877,-107.364418,15.484860,-105.648697,44.860603,-102.251038,-22.589340
0.091667,,,,,,,,,,,,
0.094444,-99.654007,-79.300400,-91.714043,-108.409241,-102.401566,-43.394733,-107.364189,15.483019,-105.650917,44.862877,-102.248886,-22.584112
0.097222,-99.652435,-79.300049,-91.715012,-108.407364,-102.400185,-43.394936,-107.363930,15.484968,-105.650772,44.862450,-102.249146,-22.584257
0.100000,,,,,,,,,,,,
0.102778,-99.651573,-79.297592,-91.715385,-108.406387,-102.399429,-43.394398,-107.361565,15.484333,-105.653015,44.864410,-102.246300,-22.581968
0.105556,-99.650169,-79.297806,-91.710945,-108.400108,-102.397026,-43.393505,-107.363358,15.483674,-105.654320,44.863522,-102.246033,-22.583786
0.108333,,,,,,,,,,,,
0.111111,-99.573372,-79.317924,-91.712715,-108.399979,-102.398232,-43.392742,-107.334045,15.411104,-105.701065,44.875034,-102.243927,-22.583641
0.113889,-99.573135,-79.317665,-91.713982,-108.399895,-102.399734,-43.391609,-107.333206,15.408644,-105.701302,44.875484,-102.243896,-22.581352
0.116667,,,,,,,,,,,,
0.119444,-99.575951,-79.316185,-91.716301,-108.404037,-102.399208,-43.391788,-107.335449,15.411839,-105.700996,44.877972,-102.243172,-22.581001
0.122222,-99.572800,-79.317162,-91.716980,-108.404182,-102.396606,-43.390812,-107.332420,15.410662,-105.701324,44.878120,-102.242805,-22.578703
0.125000,,,,,,,,,,,,
0.127778,-99.575974,-79.314568,-91.718994,-108.402908,-102.399376,-43.389668,-107.335983,15.412313,-105.658829,44.866352,-102.241730,-22.577339
0.130556,-99.573044,-79.313919,-91.717651,-108.402618,-102.398804,-43.389584,-107.333824,15.414394,-105.658875,44.866554,-102.239624,-22.574045
0.133333,,,,,,,,,,,,
0.136111,-99.572563,-79.313728,-91.718620,-108.402061,-102.395615,-43.391144,-107.334343,15.410456,-105.661964,44.875465,-102.240143,-22.574249
0.138889,-99.574852,-79.312065,-91.719795,-108.402443,-102.394043,-43.389954,-107.364311,15.489641,-105.661865,44.875969,-102.237740,-22.571257
0.141667,,,,,,,,,,,,
0.144444,-99.572281,-79.311012,-91.720047,-108.402504,-102.392807,-43.390442,-107.358536,15.489461,-105.659996,44.872314,-102.236176,-22.568890
0.147222,-99.570061,-79.311157,-91.720764,-108.401939,-102.389862,-43.390335,-107.361115,15.490935,-105.660011,44.872517,-102.234947,-22.570045
0.150000,,,,,,,,,,,,
0.152778,-99.567200,-79.310516,-91.727226,-108.401199,-102.387573,-43.390800,-107.356285,15.492171,-105.659592,44.873722,-102.236732,-22.568293
0.155556,-99.568962,-79.309059,-91.724930,-108.401199,-102.386429,-43.390594,-107.357964,15.492080,-105.658661,44.873829,-102.235542,-22.565485
0.158333,,,,,,,,,,,,
0.161111,-99.568153,-79.306435,-91.726471,-108.400879,-102.386093,-43.390499,-107.356033,15.493600,-105.658661,44.874634,-102.233276,-22.563019
0.163889,-99.567886,-79.304382,-91.726868,-108.401123,-102.385735,-43.389584,-107.356110,15.493129,-105.657875,44.874840,-102.233734,-22.560722
0.166667,,,,,,,,,,,,
0.169444,-99.576881,-79.297424,-91.728241,-108.399597,-102.385880,-43.389297,-107.357109,15.493224,-105.658653,44.875366,-102.235458,-22.556631
0.172222,-99.574730,-79.297760,-91.727135,-108.400116,-102.388489,-43.387329,-107.355988,15.493110,-105.658867,44.875877,-102.234779,-22.554106
0.175000,,,,,,,,,,,,
0.177778,-99.576378,-79.294083,-91.726013,-108.394325,-102.388573,-43.385242,-107.355164,15.492900,-105.661407,44.878101,-102.238228,-22.551882
0.180556,-99.573776,-79.293129,-91.726242,-108.392906,-102.388092,-43.384613,-107.356628,15.494192,-105.660820,44.876873,-102.238785,-22.551188
0.183333,,,,,,,,,,,,
0.186111,-99.573967,-79.289337,-91.726089,-108.390953,-102.393654,-43.382107,-107.348083,15.503210,-105.660759,44.877060,-102.238884,-22.548138
0.188889,-99.575279,-79.285690,-91.726318,-108.388611,-102.393509,-43.379818,-107.350502,15.505288,-105.661133,44.877930,-102.240135,-22.548515
0.191667,,,,,,,,,,,,
0.194444,-99.573753,-79.283073,-91.723381,-108.386292,-102.395844,-43.376816,-107.349144,15.505230,-105.658592,44.878975,-102.241219,-22.552078
0.197222,-99.575401,-79.279373,-91.725670,-108.382820,-102.396858,-43.376564,-107.349060,15.505929,-105.658279,44.881123,-102.240707,-22.553217
0.200000,,,,,,,,,,,,
0.202778,-99.575897,-79.274605,-91.724739,-108.379005,-102.392700,-43.373608,-107.346954,15.506542,-105.655159,44.881027,-102.240372,-22.554417
0.205556,-99.573013,-79.273865,-91.725037,-108.376648,-102.396034,-43.371952,-107.345818,15.507547,-105.652573,44.882481,-102.241806,-22.552004
0.208333,,,,,,,,,,,,
0.211111,-99.573044,-79.268265,-91.723595,-108.373535,-102.393364,-43.371273,-107.346115,15.508509,-105.648399,44.884186,-102.242325,-22.547991
0.213889,-99.573807,-79.265785,-91.723549,-108.370804,-102.393219,-43.370235,-107.343384,15.509802,-105.647575,44.884800,-102.243782,-22.542362
0.216667,,,,,,,,,,,,
0.219444,-99.446724,-79.399704,-91.721626,-108.367882,-102.393105,-43.369663,-107.345535,15.509741,-105.642281,44.887096,-102.243553,-22.540445
0.222222,-99.446274,-79.396461,-91.720779,-108.366051,-102.395927,-43.368649,-107.342026,15.511722,-105.639984,44.888954,-102.244331,-22.537571
0.225000,-99.437195,-79.389931,-91.721405,-108.364128,-102.394989,-43.368626,-107.339493,15.511860,-105.638863,44.889664,-102.242981,-22.537268
0.227778,-99.437698,-79.386841,-91.722206,-108.365547,-102.400085,-43.368126,-107.340073,15.511992,-105.636169,44.889622,-102.244064,-22.536379
0.230556,,,,,,,,,,,,
0.233333,-99.445969,-79.391029,-91.717133,-108.348587,-102.397682,-43.366779,-107.339668,15.514663,-105.631027,44.891563,-102.245453,-22.536247
0.236111,-99.448135,-79.390747,-91.715881,-108.346619,-102.401184,-43.366611,-107.338211,15.514135,-105.630203,44.892979,-102.245804,-22.538523
0.238889,,,,,,,,,,,,
0.241667,-99.448463,-79.389786,-91.717743,-108.343437,-102.404823,-43.365444,-107.342041,15.538115,-105.627098,44.893951,-102.246140,-22.540739
0.244444,-99.440834,-79.383347,-91.717117,-108.342682,-102.404762,-43.364632,-107.341934,15.546666,-105.625771,44.893909,-102.246048,-22.538267
0.247222,,,,,,,,,,,,
0.250000,-99.441490,-79.382309,-91.717384,-108.340668,-102.405479,-43.362797,-107.416222,15.573038,-105.622864,44.894196,-102.249893,-22.543325
0.252778,-99.443718,-79.383720,-91.717163,-108.341042,-102.408012,-43.361603,-107.414833,15.574583,-105.620575,44.895180,-102.250183,-22.535761
0.255556,,,,,,,,,,,,
0.258333,-99.442764,-79.379425,-91.720261,-108.338295,-102.410019,-43.359768,-107.413910,15.574866,-105.619049,44.895981,-102.254929,-22.540293
0.261111,-99.443138,-79.380592,-91.721153,-108.337578,-102.413467,-43.358601,-107.415688,15.575531,-105.617996,44.896938,-102.255272,-22.537546
