Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0.000000,-98.222038,-76.990219,-90.977066,-106.120644,-102.898346,-41.855545,-103.031502,17.583565,-99.145798,45.654076,-101.069939,-20.640326
0.002778,-98.222473,-76.989433,-90.973679,-106.119362,-102.899101,-41.857582,-103.032814,17.581503,-99.150162,45.656921,-101.069580,-20.641035
0.005556,-98.220398,-76.989052,-90.971130,-106.119087,-102.898941,-41.858517,-103.035042,17.582428,-99.425339,45.944508,-101.070198,-20.640188
0.008333,,,,,,,,,,,,
0.011111,,,,,,,,,,,,
0.013889,-98.221657,-76.988052,-90.965363,-106.118706,-102.897789,-41.857910,-103.040329,17.585531,-99.922630,46.506237,-101.070770,-20.638014
0.016667,,,,,,,,,,,,
0.019444,-98.220131,-76.988312,-90.958397,-106.118736,-102.896133,-41.857399,-103.042664,17.583374,-99.434616,45.943512,-101.071823,-20.623035
0.022222,-98.217842,-76.987198,-90.954910,-106.118584,-102.894630,-41.857075,-103.043785,17.583567,-99.438980,45.943558,-101.072464,-20.635033
0.025000,,,,,,,,,,,,
0.027778,-98.216103,-76.987907,-90.950119,-106.119156,-102.895096,-41.858353,-103.045639,17.584732,-99.442390,45.944614,-101.071548,-20.637587
0.030556,-98.216675,-76.987389,-90.946434,-106.118896,-102.892349,-41.858490,-103.047073,17.585882,-99.443748,45.944118,-101.073097,-20.639212
0.033333,,,,,,,,,,,,
0.036111,-98.215485,-76.986839,-90.942146,-106.118347,-102.890160,-41.858501,-103.048347,17.585079,-99.448387,45.943977,-101.073540,-20.637886
0.038889,-98.214195,-76.985863,-90.939377,-106.119446,-102.877686,-41.879864,-103.049599,17.586237,-99.448837,45.943470,-101.075020,-20.637335
0.041667,,,,,,,,,,,,
0.044444,-98.210999,-76.984337,-90.933861,-106.118156,-102.875397,-41.882198,-103.050186,17.584616,-99.191605,45.665108,-101.075951,-20.638786
0.047222,,,,,,,,,,,,
0.050000,,,,,,,,,,,,
0.052778,-98.209335,-76.980354,-90.926849,-106.115746,-102.874138,-41.883408,-103.054878,17.584049,-99.200150,45.663616,-101.074532,-20.638855
0.055556,-98.210548,-76.978302,-90.923653,-106.115486,-102.874054,-41.883369,-103.057838,17.584980,-99.202118,45.661808,-101.076660,-20.638958
0.058333,,,,,,,,,,,,
0.061111,-98.222229,-76.956367,-90.923561,-106.116257,-102.873901,-41.881592,-103.060913,17.585737,-99.468353,45.940022,-101.076973,-20.622051
0.063889,-98.221924,-76.954437,-90.921913,-106.114983,-102.873108,-41.881912,-103.061882,17.586227,-99.204865,45.659168,-101.077362,-20.640020
0.066667,,,,,,,,,,,,
0.069444,-98.219086,-76.950546,-90.900024,-106.120445,-102.872826,-41.882786,-103.064514,17.586092,-99.472626,45.938072,-101.079247,-20.622101
0.072222,-98.219704,-76.949478,-90.898003,-106.120857,-102.869461,-41.883331,-103.066338,17.583790,-99.474434,45.937737,-101.078476,-20.623579
0.075000,,,,,,,,,,,,
0.077778,-98.215866,-76.947235,-90.892372,-106.120644,-102.869247,-41.885357,-103.068985,17.582148,-99.480347,45.937531,-101.078758,-20.621099
0.080556,-98.214409,-76.947281,-90.889801,-106.121208,-102.870903,-41.883801,-103.070869,17.581955,-99.480652,45.936401,-101.078522,-20.618769
0.083333,,,,,,,,,,,,
0.086111,-98.214172,-76.945206,-90.884354,-106.121254,-102.868393,-41.882351,-103.102669,17.654015,-99.484619,45.936264,-101.079430,-20.620090
0.088889,-98.211693,-76.944206,-90.882568,-106.121956,-102.866676,-41.884872,-103.103729,17.653028,-99.494339,45.937683,-101.079071,-20.635784
0.091667,,,,,,,,,,,,
0.094444,-98.211411,-76.943420,-90.877953,-106.123306,-102.865150,-41.886444,-103.107277,17.651464,-99.499001,45.937763,-101.090553,-20.622877
0.097222,-98.209999,-76.943085,-90.876984,-106.123009,-102.863518,-41.886036,-103.110275,17.652182,-99.516426,45.933544,-101.091240,-20.624065
0.100000,,,,,,,,,,,,
0.102778,-98.207710,-76.945404,-90.872284,-106.125931,-102.861992,-41.887344,-103.112747,17.650133,-99.520088,45.932533,-101.080933,-20.618435
0.105556,-98.208214,-76.945023,-90.869972,-106.127480,-102.860550,-41.891701,-103.114571,17.650263,-99.523422,45.932896,-101.089607,-20.625256
0.108333,,,,,,,,,,,,
0.111111,-98.207878,-76.947449,-90.866882,-106.130150,-102.859787,-41.890240,-103.118149,17.648987,-99.526581,45.931679,-101.091316,-20.624414
0.113889,-98.207664,-76.949356,-90.865234,-106.131569,-102.856155,-41.889999,-103.092209,17.576586,-99.527824,45.931793,-101.091019,-20.640001
0.116667,,,,,,,,,,,,
0.119444,-98.202324,-76.952484,-90.863274,-106.133942,-102.854919,-41.896595,-103.094719,17.575687,-99.535355,45.930618,-101.091637,-20.625088
0.122222,-98.205544,-76.951218,-90.862671,-106.135384,-102.853897,-41.898838,-103.097977,17.574778,-99.536682,45.930416,-101.090561,-20.643381
0.125000,,,,,,,,,,,,
0.127778,-98.200653,-76.954414,-90.860657,-106.137993,-102.948807,-41.790070,-103.098358,17.574299,-99.542709,45.928730,-101.090363,-20.641090
0.130556,-98.202637,-76.954338,-90.859657,-106.139015,-102.949265,-41.790806,-103.102531,17.579487,-99.543579,45.928009,-101.088333,-20.629887
0.133333,,,,,,,,,,,,
0.136111,-98.198227,-76.956436,-90.856316,-106.141029,-102.945137,-41.791653,-103.102318,17.572598,-99.548599,45.926399,-101.086716,-20.627590
0.138889,-98.196503,-76.957443,-90.856758,-106.141190,-102.943085,-41.792152,-103.105499,17.575867,-99.550179,45.925049,-101.088188,-20.626509
0.141667,,,,,,,,,,,,
0.144444,-98.192307,-76.957634,-90.853310,-106.142334,-102.942802,-41.791832,-103.105011,17.571545,-99.555046,45.923073,-101.086533,-20.624392
