Time,LElbowOutX,LElbowOutY,LHandOutX,LHandOutY,LShoulderTopX,LShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY,RShoulderTopX,RShoulderTopY
0.000000,-102.281013,-80.953491,-94.334587,-110.445358,-103.275787,-44.654964,-105.564857,14.702424,-98.924057,44.468941,-100.288429,-23.820358
0.002778,,,,,,,,,,,,
0.005556,-102.349182,-80.896736,-94.317307,-110.383797,-103.270699,-44.645439,-105.614258,14.777902,-98.941261,44.479774,-100.282143,-23.814976
0.008333,-102.263115,-80.933640,-94.297630,-110.383675,-103.269485,-44.640755,-105.598137,14.772527,-98.947838,44.485008,-100.280296,-23.814274
0.011111,,,,,,,,,,,,
0.013889,-102.251091,-80.919968,-94.305588,-110.369965,-103.257896,-44.642876,-105.615570,14.787505,-98.959015,44.494915,-100.251198,-23.798742
0.016667,-102.244881,-80.915123,-94.287315,-110.369667,-103.255531,-44.639252,-105.617233,14.790368,-98.964325,44.500278,-100.250092,-23.792904
0.019444,,,,,,,,,,,,
0.022222,-102.233719,-80.901970,-94.273415,-110.392403,-103.250374,-44.630753,-105.615631,14.794196,-98.974472,44.513832,-100.245163,-23.789591
0.025000,-102.228317,-80.894699,-94.271370,-110.389801,-103.249382,-44.625984,-105.616447,14.797275,-98.979782,44.520103,-100.238075,-23.788551
0.027778,,,,,,,,,,,,
0.030556,-102.320412,-80.795761,-94.276711,-110.374084,-103.252640,-44.605518,-105.590019,14.760608,-98.990105,44.535709,-100.233223,-23.781141
0.033333,-102.314041,-80.791496,-94.276169,-110.374191,-103.249672,-44.602001,-105.590034,14.761821,-98.996269,44.542622,-100.231949,-23.777527
0.036111,,,,,,,,,,,,
0.038889,-102.303604,-80.783295,-94.271194,-110.366882,-103.251495,-44.592178,-105.618324,14.828346,-99.006714,44.558025,-100.221046,-23.776985
0.041667,,,,,,,,,,,,
0.044444,,,,,,,,,,,,
0.047222,-102.287888,-80.773186,-94.262886,-110.358223,-103.249954,-44.577621,-105.616531,14.835554,-98.657333,43.987648,-100.206863,-23.779430
0.050000,,,,,,,,,,,,
0.052778,,,,,,,,,,,,
0.055556,-102.143250,-80.787369,-94.254997,-110.348167,-103.249931,-44.565868,-105.615280,14.843267,-98.661057,44.012386,-100.194550,-23.780846
0.058333,,,,,,,,,,,,
0.061111,,,,,,,,,,,,
0.063889,-102.136185,-80.779884,-94.246010,-110.334290,-103.684807,-44.432236,-105.609360,14.851925,-98.662025,44.025185,-100.184753,-23.781860
0.066667,-102.133118,-80.773193,-94.245499,-110.332062,-103.688446,-44.421829,-105.607430,14.853539,-98.659828,44.024235,-100.179230,-23.788282
0.069444,,,,,,,,,,,,
0.072222,-102.130379,-80.771286,-94.239983,-110.324142,-103.688072,-44.416763,-105.603088,14.860666,-98.658524,44.033546,-100.166595,-23.786882
0.075000,,,,,,,,,,,,
0.077778,,,,,,,,,,,,
0.080556,-102.123962,-80.760361,-94.232399,-110.312141,-103.246376,-44.531048,-105.585861,14.877089,-99.075195,44.706570,-100.147415,-23.781712
0.083333,-102.122353,-80.759720,-94.229248,-110.310707,-103.245186,-44.528484,-105.580948,14.880611,-99.080933,44.718025,-100.142876,-23.781698
0.086111,,,,,,,,,,,,
0.088889,-102.119896,-80.755058,-94.227455,-110.305855,-103.241852,-44.524586,-105.570541,14.885002,-98.668770,44.083340,-100.132011,-23.780933
0.091667,,,,,,,,,,,,
0.094444,,,,,,,,,,,,
0.097222,-102.118179,-80.750572,-94.220421,-110.293350,-103.238586,-44.519379,-105.555679,14.890924,-98.670425,44.093185,-100.120781,-23.779768
0.100000,-102.116928,-80.747162,-94.219711,-110.292519,-103.235245,-44.517170,-105.550560,14.892694,-98.680588,44.089542,-100.116348,-23.777411
0.102778,,,,,,,,,,,,
0.105556,-102.114639,-80.744080,-94.217430,-110.287003,-103.235817,-44.513668,-105.491241,14.817257,-98.679131,44.097679,-100.105835,-23.778376
0.108333,,,,,,,,,,,,
0.111111,,,,,,,,,,,,
0.113889,-102.110756,-80.737366,-94.213890,-110.280075,-103.234390,-44.508362,-105.473495,14.823280,-98.684845,44.109936,-100.087593,-23.781523
0.116667,-102.108696,-80.735893,-94.212830,-110.279701,-103.235672,-44.506741,-105.499245,14.902040,-98.685738,44.113995,-100.077248,-23.793751
0.119444,-102.109909,-80.739159,-94.212814,-110.278473,-103.235329,-44.505524,-105.449234,14.837773,-98.689285,44.115849,-100.080597,-23.784542
0.122222,-102.107513,-80.735603,-94.211372,-110.277771,-103.236534,-44.503868,-105.443634,14.841186,-98.692612,44.120197,-100.053917,-23.827658
0.125000,,,,,,,,,,,,
0.127778,-102.104279,-80.731071,-94.209518,-110.275398,-103.235985,-44.501041,-105.459442,14.901373,-98.699745,44.125748,-100.044609,-23.829491
0.130556,-102.102890,-80.731491,-94.208160,-110.275208,-103.236458,-44.499352,-105.427383,14.837070,-98.702667,44.129097,-100.040886,-23.832935
0.133333,,,,,,,,,,,,
0.136111,-102.102753,-80.731514,-94.206825,-110.272110,-103.237045,-44.497799,-105.421539,14.821115,-98.707573,44.134670,-100.031448,-23.836210
0.138889,-102.100822,-80.731331,-94.207214,-110.273361,-103.236519,-44.497047,-105.415977,14.820717,-98.710716,44.138008,-100.027779,-23.838013
0.141667,,,,,,,,,,,,
0.144444,-102.099205,-80.728958,-94.205231,-110.270462,-103.237656,-44.495140,-105.406174,14.826806,-98.714249,44.144016,-100.017998,-23.844858
0.147222,-102.097580,-80.728378,-94.205048,-110.270523,-103.236794,-44.494045,-105.402199,14.826143,-98.731972,44.167770,-100.009521,-23.848581
0.150000,,,,,,,,,,,,
0.152778,-102.096558,-80.728111,-94.205269,-110.270271,-103.236984,-44.492065,-105.391846,14.831692,-98.728951,44.176304,-99.999023,-23.854080
0.155556,,,,,,,,,,,,
0.158333,,,,,,,,,,,,
0.161111,-102.093765,-80.725082,-94.204056,-110.268379,-103.236221,-44.490578,-105.375481,14.832769,-98.731628,44.184624,-99.981308,-23.864830
0.163889,,,,,,,,,,,,
0.166667,,,,,,,,,,,,
0.169444,-102.094666,-80.724297,-94.202515,-110.268417,-103.238968,-44.487976,-105.356171,14.842759,-98.741867,44.186447,-99.961319,-23.882332
0.172222,-102.093338,-80.723557,-94.202156,-110.265564,-103.239655,-44.488453,-105.351700,14.843043,-98.744858,44.190311,-99.958046,-23.886616
0.175000,,,,,,,,,,,,
0.177778,-102.092316,-80.724190,-94.202248,-110.266220,-103.242996,-44.487202,-105.364861,14.916383,-98.743622,44.193119,-99.953270,-23.893333
0.180556,-102.093231,-80.723190,-94.203781,-110.266281,-103.244659,-44.487526,-105.357803,14.917043,-98.742538,44.194145,-99.954483,-23.896166
0.183333,,,,,,,,,,,,
0.186111,-102.093819,-80.724892,-94.203514,-110.267593,-103.246162,-44.486832,-105.345551,14.916224,-98.739395,44.198746,-99.952057,-23.899502
0.188889,-102.093910,-80.724197,-94.202309,-110.267212,-103.248917,-44.488071,-105.309822,14.857671,-98.738289,44.199776,-99.950844,-23.903530
0.191667,,,,,,,,,,,,
0.194444,-102.094475,-80.725327,-94.202209,-110.264435,-103.250458,-44.487919,-105.298019,14.855996,-98.736801,44.201744,-99.951675,-23.907789
0.197222,-102.095650,-80.726067,-94.203362,-110.267975,-103.253052,-44.488750,-105.293404,14.856207,-98.731163,44.204227,-99.951347,-23.912144
0.200000,,,,,,,,,,,,
0.202778,-102.097450,-80.727325,-94.203690,-110.265968,-103.258476,-44.489433,-105.282036,14.854543,-98.725349,44.205753,-99.951782,-23.921946
0.205556,,,,,,,,,,,,
0.208333,,,,,,,,,,,,
0.211111,-102.099594,-80.728737,-94.203773,-110.263657,-103.263130,-44.493008,-105.267921,14.854412,-98.712433,44.206474,-99.952927,-23.926567
0.213889,-102.099838,-80.730385,-94.206848,-110.265610,-103.265167,-44.493484,-105.263672,14.855656,-98.707352,44.207062,-99.953011,-23.930779
0.216667,,,,,,,,,,,,
0.219444,-102.100098,-80.733643,-94.204514,-110.264709,-103.269836,-44.494617,-105.256020,14.855422,-98.697075,44.205105,-99.957306,-23.933500
0.222222,-102.098442,-80.728218,-94.205299,-110.263214,-103.726646,-44.366299,-105.251228,14.857682,-98.691628,44.203983,-99.955246,-23.942444
0.225000,,,,,,,,,,,,
0.227778,-102.099861,-80.730728,-94.203918,-110.264076,-103.274826,-44.496883,-105.238640,14.872948,-98.681343,44.203388,-99.956856,-23.945332
0.230556,-102.101074,-80.730415,-94.203194,-110.263969,-103.275002,-44.497253,-105.236649,14.875987,-98.675789,44.202999,-99.956490,-23.950264
0.233333,,,,,,,,,,,,
0.236111,-102.103340,-80.731171,-94.204369,-110.266815,-103.746094,-44.369209,-105.260757,14.941925,-98.666191,44.201881,-100.113342,-23.710346
0.238889,-102.102371,-80.732590,-94.203552,-110.266510,-103.748230,-44.368874,-105.227234,14.878755,-98.660225,44.201542,-100.112984,-23.712969
0.241667,,,,,,,,,,,,
0.244444,-102.106049,-80.734528,-94.202599,-110.266815,-103.751923,-44.371223,-105.220367,14.880353,-98.631561,44.204964,-99.960976,-23.964899
0.247222,,,,,,,,,,,,
0.250000,,,,,,,,,,,,
0.252778,-102.109314,-80.738411,-94.201706,-110.268532,-103.300880,-44.502281,-105.242882,14.942317,-98.612656,44.201447,-99.960014,-23.978182
0.255556,,,,,,,,,,,,
0.258333,,,,,,,,,,,,
0.261111,-102.114609,-80.742683,-94.201965,-110.272636,-103.312325,-44.506573,-105.236641,14.940807,-98.589478,44.198181,-99.966469,-23.983400
0.263889,,,,,,,,,,,,
0.266667,,,,,,,,,,,,
0.269444,-102.119492,-80.748894,-94.202919,-110.275375,-103.322937,-44.512211,-105.227028,14.937644,-98.567558,44.189831,-99.976891,-23.989128
0.272222,-102.119194,-80.746445,-94.202309,-110.274330,-103.326324,-44.513035,-105.225372,14.936773,-98.561768,44.187592,-99.981216,-23.990858
0.275000,-102.122368,-80.749680,-94.203308,-110.275818,-103.330681,-44.515217,-105.223511,14.934759,-98.555359,44.184269,-99.979027,-23.996410
0.277778,-102.123940,-80.753578,-94.189812,-110.216164,-103.334068,-44.516850,-105.220093,14.934085,-98.550186,44.181656,-99.982399,-23.998037
0.280556,,,,,,,,,,,,
0.283333,-102.129616,-80.758934,-94.191376,-110.216461,-103.343178,-44.518898,-105.215263,14.930853,-98.539368,44.175411,-99.991379,-24.004313
0.286111,,,,,,,,,,,,
0.288889,,,,,,,,,,,,
0.291667,-102.131927,-80.756851,-94.204987,-110.225418,-103.351761,-44.523525,-105.208839,14.924106,-98.508942,44.151585,-100.002541,-24.009687
0.294444,-102.134613,-80.758110,-94.205132,-110.226395,-103.383553,-44.522240,-105.204247,14.922372,-98.502426,44.149906,-100.005081,-24.015829
0.297222,,,,,,,,,,,,
0.300000,-102.137016,-80.758247,-94.206032,-110.227295,-103.398384,-44.515537,-105.200211,14.919850,-98.490295,44.146339,-100.008713,-24.022392
0.302778,,,,,,,,,,,,
0.305556,,,,,,,,,,,,
0.308333,-102.139534,-80.760803,-94.210526,-110.228622,-103.416779,-44.516777,-105.188835,14.913939,-98.474800,44.141422,-100.013519,-24.031723
0.311111,,,,,,,,,,,,
0.313889,,,,,,,,,,,,
0.316667,-102.145256,-80.763451,-94.213013,-110.231575,-103.433586,-44.518150,-105.179321,14.908645,-98.459915,44.128593,-100.021103,-24.039101
0.319444,-102.147148,-80.762222,-94.216156,-110.231422,-103.439499,-44.519222,-105.169937,14.904134,-98.456032,44.126659,-100.028923,-24.037060
0.322222,,,,,,,,,,,,
0.325000,-102.152405,-80.768463,-94.218216,-110.235367,-103.446388,-44.520687,-105.129280,14.835384,-98.445335,44.124104,-100.029816,-24.043259
0.327778,-102.154282,-80.766182,-94.219742,-110.236069,-103.333900,-44.671780,-105.125023,14.833942,-98.441902,44.122211,-100.031487,-24.044085
0.330556,,,,,,,,,,,,
0.333333,-102.160576,-80.770042,-94.225563,-110.238312,-103.454521,-44.540405,-105.102142,14.838305,-98.417885,44.125057,-100.034164,-24.047178
0.336111,,,,,,,,,,,,
0.338889,,,,,,,,,,,,
0.341667,-102.166428,-80.773880,-94.231613,-110.243050,-103.466118,-44.541813,-105.089165,14.831303,-98.403336,44.119965,-100.037994,-24.046898
0.344444,-102.171234,-80.775650,-94.234734,-110.243759,-103.469444,-44.542767,-105.084526,14.830104,-98.398964,44.118267,-100.034889,-24.050247
0.347222,,,,,,,,,,,,
0.350000,-102.210556,-80.825844,-94.241272,-110.245308,-103.480675,-44.543362,-105.054520,14.796535,-98.388458,44.118603,-100.037834,-24.048775
0.352778,-102.215508,-80.827988,-94.246689,-110.245552,-103.479744,-44.544147,-105.051041,14.800480,-98.384056,44.118721,-100.038979,-24.045303
0.355556,,,,,,,,,,,,
0.358333,-102.220520,-80.827530,-94.244919,-110.233475,-103.488419,-44.544540,-105.048248,14.791955,-98.375488,44.118004,-100.043640,-24.041521
0.361111,-102.223000,-80.827927,-94.248375,-110.237564,-103.491005,-44.545376,-105.043732,14.791023,-98.371529,44.116528,-100.045540,-24.039257
0.363889,,,,,,,,,,,,
0.366667,-102.231277,-80.828369,-94.255638,-110.237541,-103.501701,-44.544090,-105.036209,14.785284,-98.364952,44.115162,-100.045929,-24.037027
0.369444,,,,,,,,,,,,
0.372222,,,,,,,,,,,,
0.375000,-102.239265,-80.825562,-94.272240,-110.236618,-103.510216,-44.541801,-105.025993,14.783338,-98.356232,44.111778,-100.043747,-24.039421
0.377778,-102.242126,-80.823891,-94.277802,-110.236847,-103.514008,-44.541977,-105.022255,14.784074,-98.352249,44.111736,-100.045189,-24.039629
0.380556,,,,,,,,,,,,
0.383333,-102.249146,-80.825958,-94.288727,-110.235962,-103.523544,-44.539867,-105.015335,14.781402,-98.336700,44.116444,-100.049637,-24.035427
0.386111,,,,,,,,,,,,
0.388889,,,,,,,,,,,,
0.391667,-102.258698,-80.822334,-94.315948,-110.247490,-103.531525,-44.538761,-105.006371,14.780929,-98.330421,44.115334,-100.031807,-24.023151
0.394444,,,,,,,,,,,,
0.397222,,,,,,,,,,,,
0.400000,-102.270042,-80.821945,-94.334427,-110.247734,-103.539749,-44.536972,-104.999039,14.781705,-98.304710,44.093369,-100.034821,-24.023199
0.402778,,,,,,,,,,,,
0.405556,,,,,,,,,,,,
0.408333,-102.283859,-80.823059,-94.352882,-110.248268,-103.548935,-44.534779,-104.990135,14.780778,-98.297485,44.090569,-100.056908,-24.028591
0.411111,,,,,,,,,,,,
0.413889,,,,,,,,,,,,
0.416667,-102.299751,-80.818542,-94.372955,-110.248886,-103.561592,-44.520332,-104.981735,14.781265,-98.282928,44.090023,-100.054459,-24.032682
0.419444,-102.304054,-80.815445,-94.409904,-110.262978,-103.596710,-44.517483,-104.980591,14.782289,-98.279785,44.089828,-100.056091,-24.032587
0.422222,,,,,,,,,,,,
0.425000,-102.315483,-80.813263,-94.423965,-110.264778,-103.601456,-44.514919,-105.001472,14.844794,-98.275482,44.095570,-100.057816,-24.030373
0.427778,-102.318832,-80.812645,-94.432549,-110.264572,-103.604927,-44.513641,-104.995407,14.853996,-98.270454,44.095814,-100.062332,-24.029360
0.430556,,,,,,,,,,,,
0.433333,-102.329483,-80.807327,-94.420502,-110.252205,-103.609322,-44.510674,-104.990730,14.854264,-98.261002,44.096756,-100.063492,-24.031887
0.436111,-102.335373,-80.808685,-94.429550,-110.252777,-103.611115,-44.510471,-104.991234,14.855311,-98.254242,44.096905,-100.067566,-24.028843
0.438889,-102.340027,-80.806168,-94.438004,-110.253510,-103.614548,-44.509254,-104.988655,14.856341,-98.193672,44.077553,-100.066711,-24.028608
0.441667,-102.341476,-80.804527,-94.452347,-110.247978,-103.616455,-44.506966,-104.990784,14.864753,-98.172043,44.094093,-100.071350,-24.026192
0.444444,,,,,,,,,,,,
0.447222,-102.351486,-80.801628,-94.484917,-110.263268,-103.622795,-44.504929,-104.984459,14.866035,-98.165855,44.085693,-100.071716,-24.026371
0.450000,-102.357628,-80.801880,-94.492226,-110.264053,-103.623390,-44.503319,-104.983856,14.866135,-98.159859,44.085213,-100.076424,-24.021000
0.452778,,,,,,,,,,,,
0.455556,-102.366302,-80.796120,-94.506584,-110.265053,-103.629555,-44.501305,-104.951729,14.805390,-98.152946,44.086555,-100.082062,-24.018366
0.458333,-102.371368,-80.793716,-94.515152,-110.265114,-103.634300,-44.499660,-104.951599,14.806968,-98.153618,44.087318,-100.083923,-24.015375
0.461111,,,,,,,,,,,,
0.463889,-102.381920,-80.791977,-94.530525,-110.266098,-103.641197,-44.496895,-104.949677,14.810846,-98.148033,44.085587,-100.087914,-24.011028
0.466667,-102.387001,-80.789566,-94.536522,-110.268166,-103.643265,-44.496311,-104.948639,14.810395,-98.148331,44.084583,-100.092224,-24.011812
0.469444,,,,,,,,,,,,
0.472222,-102.397301,-80.781342,-94.553741,-110.268761,-103.653084,-44.493187,-104.946053,14.809993,-98.145271,44.085098,-100.096367,-24.007336
0.475000,,,,,,,,,,,,
0.477778,,,,,,,,,,,,
0.480556,-102.414558,-80.773117,-94.577148,-110.268906,-103.661774,-44.487499,-104.947342,14.812389,-98.146393,44.085522,-100.099602,-24.003807
0.483333,,,,,,,,,,,,
0.486111,,,,,,,,,,,,
0.488889,-102.430855,-80.766388,-94.601074,-110.269501,-103.675629,-44.482815,-104.944801,14.812890,-98.146751,44.085777,-100.105499,-24.004793
0.491667,-102.435562,-80.765121,-94.626823,-110.262825,-103.679207,-44.481445,-104.945457,14.813718,-98.146622,44.086037,-100.105904,-24.003542
0.494444,,,,,,,,,,,,
0.497222,-102.447678,-80.762138,-94.643639,-110.262695,-103.686295,-44.479359,-104.946121,14.814342,-98.146667,44.086922,-100.109314,-24.003565
0.500000,-102.452850,-80.759109,-94.652267,-110.262070,-103.690720,-44.478237,-104.944817,14.816883,-98.146355,44.087811,-100.107239,-24.002808
0.502778,,,,,,,,,,,,
0.505556,-102.463242,-80.761482,-94.668770,-110.261986,-103.696350,-44.475960,-104.944702,14.818443,-98.144623,44.089500,-100.112747,-24.004519
0.508333,-102.467918,-80.758690,-94.676208,-110.260811,-103.700623,-44.475006,-104.943405,14.816446,-98.143547,44.089977,-100.114296,-23.999681
0.511111,,,,,,,,,,,,
0.513889,-102.476837,-80.754532,-94.701851,-110.325027,-103.706573,-44.473480,-104.942680,14.816504,-98.189888,44.103081,-100.115944,-24.001375
0.516667,,,,,,,,,,,,
0.519444,,,,,,,,,,,,
0.522222,-102.493301,-80.753967,-94.726578,-110.325432,-103.715179,-44.470776,-104.969200,14.866148,-98.186966,44.102531,-100.123894,-23.995203
0.525000,-102.498833,-80.756783,-94.723038,-110.312653,-103.717300,-44.470467,-104.968559,14.866048,-98.181190,44.106705,-100.124886,-23.997948
0.527778,,,,,,,,,,,,
0.530556,-102.510605,-80.755219,-94.740150,-110.311279,-103.725311,-44.470108,-104.937363,14.815502,-98.180260,44.105125,-100.132141,-23.990753
0.533333,-102.516602,-80.754646,-94.759995,-110.323143,-103.727844,-44.469749,-104.938362,14.815590,-98.179832,44.103893,-100.131477,-23.994059
0.536111,,,,,,,,,,,,
0.538889,-102.528938,-80.756363,-94.776169,-110.325310,-103.736115,-44.469009,-104.936829,14.814837,-98.179138,44.102787,-100.121925,-23.971050
0.541667,,,,,,,,,,,,
0.544444,,,,,,,,,,,,
0.547222,-102.547966,-80.752937,-94.809746,-110.324883,-103.744591,-44.467865,-104.935661,14.812393,-98.177185,44.100254,-100.125755,-23.972607
0.550000,-102.554031,-80.752525,-94.818741,-110.325554,-103.747627,-44.467236,-104.937317,14.811106,-98.176483,44.100674,-100.127075,-23.976034
0.552778,,,,,,,,,,,,
0.555556,-102.606163,-80.808762,-94.835854,-110.331261,-103.755806,-44.467258,-104.936218,14.809817,-98.174316,44.098274,-100.149727,-23.989815
0.558333,-102.611145,-80.805382,-94.831520,-110.263275,-103.761185,-44.466164,-104.935745,14.808189,-98.171844,44.097813,-100.151886,-23.989428
0.561111,,,,,,,,,,,,
0.563889,-102.624977,-80.808060,-94.858658,-110.283569,-103.769043,-44.465317,-104.938065,14.807331,-98.169151,44.094433,-100.157677,-23.989031
0.566667,-102.633095,-80.808952,-94.866608,-110.285995,-103.769707,-44.466461,-104.937134,14.803354,-98.169418,44.093006,-100.156830,-23.993011
