Time,LHandOutX,LHandOutY,LElbowOutX,LElbowOutY,LShoulderTopX,LShoulderTopY,RShoulderTopX,RShoulderTopY,RElbowOutX,RElbowOutY,RHandOutX,RHandOutY
0.0,,,,,,,,,,,,
0.002778,,,,,,,,,,,,
0.005556,-119.535614,1.674235,-107.693314,-56.418907,-114.767075,-14.371329,-116.005646,53.531883,-103.546249,96.507751,-119.750557,36.869335
0.008333,-119.535614,1.674435,-107.697365,-56.416523,-114.769577,-14.371318,-115.995956,53.535133,-103.503349,96.506798,-119.745865,36.873142
0.011111,,,,,,,,,,,,
0.013889,-119.529961,1.678881,-107.702194,-56.414669,-114.710167,-14.3637,-115.974319,53.538673,-103.463303,96.512123,-119.724403,36.89386
0.016667,-119.526436,1.681495,-107.706131,-56.411446,-114.708794,-14.363659,-115.964424,53.543736,-103.438583,96.509834,-119.718025,36.898159
0.019444,,,,,,,,,,,,
0.022222,-119.522034,1.684362,-107.709419,-56.407715,-114.766266,-14.364189,-115.940178,53.550636,-103.38942,96.509712,-119.846634,37.044102
0.025,-119.522896,1.686502,-107.711014,-56.402809,-114.765121,-14.362389,-115.933479,53.55547,-103.366051,96.505806,-119.841316,37.047741
0.027778,,,,,,,,,,,,
0.030556,-119.516922,1.691383,-107.715057,-56.401943,-114.764,-14.359617,-115.912224,53.562592,-103.265297,96.487167,-119.829643,37.054588
0.033333,-119.516479,1.694888,-107.71624,-56.400318,-114.764534,-14.357347,-115.899696,53.565388,-103.242805,96.488724,-119.824539,37.057804
0.036111,,,,,,,,,,,,
0.038889,-119.511154,1.701209,-107.718803,-56.394939,-114.710442,-14.349115,-115.876648,53.571278,-103.107849,96.438507,-119.812302,37.065578
0.041667,-119.507263,1.705092,-107.718597,-56.395065,-114.767479,-14.351612,-115.860512,53.575409,-103.08725,96.438477,-119.807793,37.069389
0.044444,,,,,,,,,,,,
0.047222,-119.466949,1.717812,-107.719002,-56.39249,-114.769432,-14.346623,-115.830002,53.583748,-103.048416,96.439621,-119.798134,37.076073
0.05,-119.468307,1.72233,-107.717766,-56.393623,-114.769836,-14.343966,-115.815819,53.581268,-103.027412,96.438301,-119.641731,36.923565
0.052778,,,,,,,,,,,,
0.055556,-119.462677,1.728088,-107.717361,-56.391571,-114.774612,-14.340353,-115.790321,53.589523,-102.996361,96.513733,-119.783104,37.083572
0.058333,-119.475433,1.727718,-107.714996,-56.38953,-114.775864,-14.336788,-115.776077,53.591454,-102.949371,96.479004,-119.776512,37.087288
0.061111,,,,,,,,,,,,
0.063889,-119.462456,1.737109,-107.714081,-56.390942,-114.775696,-14.332414,-115.751633,53.599312,-102.900269,96.472176,-119.61293,36.956291
0.066667,-119.474373,1.735574,-107.712952,-56.387604,-114.717438,-14.326918,-115.735184,53.60527,-102.820435,96.57592,-119.605896,36.958561
0.069444,,,,,,,,,,,,
0.072222,-119.459465,1.743576,-107.711235,-56.386387,-114.719948,-14.322943,-115.71418,53.610207,-102.735306,96.564774,-119.737457,37.107063
0.075,-119.458618,1.745442,-107.709229,-56.387756,-114.719757,-14.321697,-115.704391,53.617649,-102.863647,96.522156,-119.727028,37.111671
0.077778,,,,,,,,,,,,
0.080556,-119.456955,1.749226,-107.703842,-56.387867,-114.720985,-14.319116,-115.678993,53.625286,-102.816414,96.519424,-119.708122,37.120361
